business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours,photos,plus_code,permanently_closed
OPERATIONAL,"{'location': {'lat': -6.126730999999999, 'lng': 106.724712}, 'viewport': {'northeast': {'lat': -6.125381170107277, 'lng': 106.7260618298927}, 'southwest': {'lat': -6.128080829892721, 'lng': 106.7233621701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mural Heroine dan barongsai,ChIJj2MoMY8dai4RVrPDaYJq_fE,4.0,ChIJj2MoMY8dai4RVrPDaYJq_fE,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"Jl. Kamal Raya No.1, RW.6, Cengkareng Bar., Kota Jakarta Barat",,,"{'compound_code': 'VPFF+8V West Cengkareng, West Jakarta City, Jakarta', 'global_code': '6P58VPFF+8V'}",
OPERATIONAL,"{'location': {'lat': -6.108925, 'lng': 106.740208}, 'viewport': {'northeast': {'lat': -6.107397670107277, 'lng': 106.7414356798927}, 'southwest': {'lat': -6.110097329892721, 'lng': 106.7387360201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/movie_pinlet,Flix Cinema,ChIJDxJ_QTsdai4RG5zBRtyz91U,4.6,ChIJDxJ_QTsdai4RG5zBRtyz91U,GOOGLE,"['movie_theater', 'point_of_interest', 'establishment']",484,"PIK Avenue Mal Jl. Pantai Indah Kapuk, RT.6/RW.2, Kamal Muara Penjaringan, Kota Jkt Utara, 14470, RT.6/RW.2, Kamal Muara, North Jakarta City",,"[{'height': 487, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110358122735486119128"">Rizki Riza Muttaqin</a>'], 'photo_reference': 'AZose0nvpvLeM-AJb7xg9gOsWQLMWRa-d6TAfH5X6_I-rhDkPFkallhZCtCMr8DGltrdN65TIJLbGNcVSEBV5E6-jGzThY0bcsH-89wLIAosvt1itnrZq6A8iwgOZq999EbXjfQKpa9kzk_-Fj9X7Wqnp0BxfqZtTYk67L1mvVmQqw5mLuB7', 'width': 719}]","{'compound_code': 'VPRR+C3 Kamal Muara, North Jakarta City, Jakarta', 'global_code': '6P58VPRR+C3'}",
OPERATIONAL,"{'location': {'lat': -6.1220799, 'lng': 106.7609549}, 'viewport': {'northeast': {'lat': -6.120113420107278, 'lng': 106.7622833298927}, 'southwest': {'lat': -6.122813079892722, 'lng': 106.7595836701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Mangrove Ecotourism Centre PIK,ChIJtXURO2wdai4Rn7vSSu5Fma4,4.3,ChIJtXURO2wdai4Rn7vSSu5Fma4,GOOGLE,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4451,"7 Jalan Katamaran Indah 1 RT.7, RT.1/RW.7, Kapuk Muara, Jkt Utara",{},"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105831923665622222261"">Erwin Nasution</a>'], 'photo_reference': 'AZose0nEfTzGL86iiJySaKtutHwnuLokjJnBiff7CjFniCOlvdQh4nkdLnBlMEodBaNiKUN4tLcLbLuJyfi9q2tN0z5tjC4GVS_vcyhK9pHwSB-9mFQXmB1lSTR3LsFrE-i28bv9eNDHFVrFpoc58ksy9tMV7Cbpbwm-q14KkfwcLKmea1o8', 'width': 3456}]","{'compound_code': 'VQH6+59 Kapuk Muara, North Jakarta City, Jakarta', 'global_code': '6P58VQH6+59'}",
OPERATIONAL,"{'location': {'lat': -6.1401051, 'lng': 106.7650814}, 'viewport': {'northeast': {'lat': -6.138776020107279, 'lng': 106.7664227298927}, 'southwest': {'lat': -6.141475679892723, 'lng': 106.7637230701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mural sepasang ondel ondel,ChIJ6X46MWP3aS4RjgV7WiFv990,5.0,ChIJ6X46MWP3aS4RjgV7WiFv990,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"RT.4/RW.2, Kapuk, Kota Jakarta Barat",,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106505277186425354083"">Nanang Samsir</a>'], 'photo_reference': 'AZose0n2PzkhC--cBdLOtw9wST2obLVFU9HO6akFu_FlkriLK1ZO1KhZyBStT7j81WS9ke8CS7eBBZdqxMeyGaP4GdRFWLrtCvaB0a4cu4H4nlOZGBc7yGI92qVnFwnF6DnJrrUEcl4BgFD5qSwiLdHmmvvcBbcUq6l2da0lFnDviaDOJnN9', 'width': 4160}]","{'compound_code': 'VQ58+X2 Kapuk, West Jakarta City, Jakarta', 'global_code': '6P58VQ58+X2'}",
OPERATIONAL,"{'location': {'lat': -6.1373314, 'lng': 106.7734742}, 'viewport': {'northeast': {'lat': -6.135980420107278, 'lng': 106.7748151298927}, 'southwest': {'lat': -6.138680079892722, 'lng': 106.7721154701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Banda,ChIJBX-7mLP3aS4R7xojXwTdXEk,5.0,ChIJBX-7mLP3aS4R7xojXwTdXEk,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"Jl. Duta Harapan Indah No.21, RT.8/RW.2, Kapuk Muara, Jkt Utara",,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105147844244339554045"">A Google User</a>'], 'photo_reference': 'AZose0n_d13hbDTl_zYA3iwKqlJNHEsy2SiwQZBzE_ZfWVk36-ZHY3qq8a9vne8LfkaLIWeFWLcghapjrDELaGCagCY382w2VUH4sUqDo6DAtrXHtqo0aPvBJq6uQK1Qxfk_WC9BhKQEMCuy-oR6I80HQs6XZueR6QYQRTwsvweC8ZwETIBk', 'width': 720}]","{'compound_code': 'VQ7F+39 Kapuk Muara, North Jakarta City, Jakarta', 'global_code': '6P58VQ7F+39'}",
OPERATIONAL,"{'location': {'lat': -6.140197400000001, 'lng': 106.7650945}, 'viewport': {'northeast': {'lat': -6.138858270107279, 'lng': 106.7664516298927}, 'southwest': {'lat': -6.141557929892723, 'lng': 106.7637519701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mural Persija raya,ChIJO9F4jAD3aS4RbmvY3qHlP6M,5.0,ChIJO9F4jAD3aS4RbmvY3qHlP6M,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"Jl. Kapuk Raya Gg. Petak IV No.4, RW.2, Kapuk, Kota Jakarta Barat",,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106505277186425354083"">Nanang Samsir</a>'], 'photo_reference': 'AZose0m2xe8b_WCJQ1GnA-rMCX8_e2DGiYaUZX0OXd7NisBxRGbTyfXWFpoxdJHtrLobQligbzw0XuQ4XgCQV3S2S4UiY7tXi85H4qVQRgqDwueFGaEnJ3LUCWRfF3F1cqoDnCrMC9sz8KeSGrLxmP_BP0AiCGyqQP5oENi93SJ1_s8VAWwT', 'width': 3120}]","{'compound_code': 'VQ58+W2 Kapuk, West Jakarta City, Jakarta', 'global_code': '6P58VQ58+W2'}",
OPERATIONAL,"{'location': {'lat': -6.1223348, 'lng': 106.7509733}, 'viewport': {'northeast': {'lat': -6.120609470107278, 'lng': 106.7523343298927}, 'southwest': {'lat': -6.123309129892721, 'lng': 106.7496346701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jual lumut PIK cengkarng,ChIJVWTv2IIdai4RuMFnbHem9rQ,4.3,ChIJVWTv2IIdai4RuMFnbHem9rQ,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"VQH2+399, RT.7/RW.2, Kamal Muara, North Jakarta City",{'open_now': True},"[{'height': 3968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114602923863661641731"">Bayu Sapujagat</a>'], 'photo_reference': 'AZose0kvWbJdwArNnW1v32KGnp3XL16ingU7Y4LKnAMdSEfcvzZbeEuHB-ZwexuuRXHu8vlaJU6jFDE_O8X2l8OKalI0GVHVJD7DcCMFAkx2I6YcYcHnHlmVfhT_NEUTszLaRowilSAaxx4Lp6jL_aE8aj6xARNur9gm4j7t0XvnCbmkx7aL', 'width': 2976}]",,
OPERATIONAL,"{'location': {'lat': -6.1395307, 'lng': 106.7753549}, 'viewport': {'northeast': {'lat': -6.138168920107278, 'lng': 106.7767233298927}, 'southwest': {'lat': -6.140868579892722, 'lng': 106.7740236701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mural Lea manise,ChIJUW7vW9v3aS4RMxh7FXV3jmc,5.0,ChIJUW7vW9v3aS4RMxh7FXV3jmc,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"VQ6G+54Q, Jl. Kapuk Muara Raya, RT.1/RW.2, Kapuk Muara, Jkt Utara",,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106505277186425354083"">Nanang Samsir</a>'], 'photo_reference': 'AZose0lv306afv3YvYnHfeaPSGsP9LIBNbKqHFiZGgtSd1obePeuBRp-vzmVlFFdc93meQVNADUjGte7hQH5GDGY7vKl70fwKg-j6hfrYZ1zWvFW-bIRUdUmz1jhjxYpF_bR4s-6kQ8i2bEp4y6ysu5Zpo6evsTodvSqcHxJCyrKdFb2XhKI', 'width': 4160}]",,
OPERATIONAL,"{'location': {'lat': -6.139615999999999, 'lng': 106.7645824}, 'viewport': {'northeast': {'lat': -6.138182420107278, 'lng': 106.7659593298927}, 'southwest': {'lat': -6.140882079892722, 'lng': 106.7632596701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gang petak,ChIJxS1_ICX3aS4RtEstXPXwKLw,5.0,ChIJxS1_ICX3aS4RtEstXPXwKLw,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"VQ67+5R4, Jl. Kapuk Raya, RT.1/RW.3, Kapuk, Jkt Utara",{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106505277186425354083"">Nanang Samsir</a>'], 'photo_reference': 'AZose0noDFEWXwb8xObC9uOANFebVKnbu6Ac1ESDnkne0a9Kn0vIqB-aspKGWig2NCXKM_dSuxfVbUBygtRs7IaNOG3uLkNPvYsKJLS9IcRP6XzRUGur4pYu1yH_lJe3VGQTx62XxP_Skw_63Swz3QEZmwyhS2HTngg0mJMvbnD0hWdrt3cp', 'width': 1920}]",,
OPERATIONAL,"{'location': {'lat': -6.1213577, 'lng': 106.7813899}, 'viewport': {'northeast': {'lat': -6.120007870107278, 'lng': 106.7827397298927}, 'southwest': {'lat': -6.122707529892722, 'lng': 106.7800400701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman komplek,ChIJZcay9pkdai4RJVKNVwiFago,4.4,ChIJZcay9pkdai4RJVKNVwiFago,GOOGLE,"['park', 'amusement_park', 'point_of_interest', 'establishment']",68,"VQHJ+FH2, RT.7/RW.14, Pluit, North Jakarta City",,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111292339535580208715"">erwin wj</a>'], 'photo_reference': 'AZose0njcbrqBGiz1CSBgivQqPWdQ42FQ5zUgod9peT_a3pIj-LQCGqDuN_KWR4iiclYmuqQzi9KEroNDcxbSJVI-JSOlk9JHKwdNk7l98nRS9fyXupaw5NhvJXq7Y8cKlNdUYo4_Y8WxkhHniNj3Ycwhhv5j8ksn0SIJ7YDoJ_0lfKFWW-3', 'width': 3456}]",,
OPERATIONAL,"{'location': {'lat': -6.116007499999999, 'lng': 106.7692016}, 'viewport': {'northeast': {'lat': -6.114692620107278, 'lng': 106.7705469298927}, 'southwest': {'lat': -6.117392279892722, 'lng': 106.7678472701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Muara Angke Wildlife Refuge,ChIJVWec4Qodai4RndtaPzBOjVw,4.3,ChIJVWec4Qodai4RndtaPzBOjVw,GOOGLE,"['park', 'tourist_attraction', 'zoo', 'point_of_interest', 'establishment']",655,"RT.1/RW.16, Kapuk Muara, Jkt Utara",{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106203782942534098861"">Bang Uliek</a>'], 'photo_reference': 'AZose0muBkavtdqIqjnS8Mbf1aZEmItZbHkWK-G41bayi7bwD3FbY0tuygNATeU-yE7-__C1jnEht2NndTTFEICxNSMJhTravsRvvoGZT9APPVH4iiEtdKaYdIb6mCZ7eaMylJMsHJgUXZqKKAHtvfPQE9V0uWl85up5KcSEhwkX3zljA68H', 'width': 3264}]","{'compound_code': 'VQM9+HM Kapuk Muara, North Jakarta City, Jakarta', 'global_code': '6P58VQM9+HM'}",
OPERATIONAL,"{'location': {'lat': -6.1074509, 'lng': 106.7786755}, 'viewport': {'northeast': {'lat': -6.106370120107279, 'lng': 106.7802557798927}, 'southwest': {'lat': -6.109069779892723, 'lng': 106.7775561201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/movie_pinlet,Baywalk Pluit XXI,ChIJOfUAriMdai4RHsYlY8dXXEo,4.6,ChIJOfUAriMdai4RHsYlY8dXXEo,GOOGLE,"['movie_theater', 'point_of_interest', 'establishment']",114,"Jl. Pluit Karang Ayu 1 No.5, RT.20/RW.2, Pluit, Jkt Utara",,"[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115616188239916261002"">Pramuaji Pramono</a>'], 'photo_reference': 'AZose0leRBk83GdTaRMu1r5jF3_XwNRiJbLelEqMheodHeUrka79CRHBdo8MqhKpByv65Lv3ixsmGxXi0ddzl50gI5gdD-lyexTjsy5dEpS4BXp0SThIh91DJZdPbQKvTPxxxAngG8UgwfFqGatkcDr62wltR62_opkHg72t5d1Hhxxg24v7', 'width': 4000}]","{'compound_code': 'VQVH+2F Pluit, North Jakarta City, Jakarta', 'global_code': '6P58VQVH+2F'}",
OPERATIONAL,"{'location': {'lat': -6.1379803, 'lng': 106.7820229}, 'viewport': {'northeast': {'lat': -6.136712670107278, 'lng': 106.7833774798927}, 'southwest': {'lat': -6.139412329892722, 'lng': 106.7806778201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/movie_pinlet,Bioskop Rakyat Indiskop,ChIJTQiwe4r3aS4RwYiXM8RNCP4,4.8,ChIJTQiwe4r3aS4RwYiXM8RNCP4,GOOGLE,"['movie_theater', 'point_of_interest', 'establishment']",12,"Jl. Teluk Gong Raya No.74, RT.6/RW.10, Pejagalan, Jkt Utara",,"[{'height': 1588, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109757920764699825696"">syaiful nandar</a>'], 'photo_reference': 'AZose0koiD3XVZDVOHAI3RDd07nIxpMOQvvOymgQvxZ2_515gZd6XBcD8-BpV-tJoiIuVjEiOZH_q-yn5nNduP0_TilDoY8Whkaoduv_YqlXfNspUFLdurwi-gEqP4YZzILIGsHdwGVOTzKBWkocYiwEyu71IKArWc9Z0bRDZWsSu349JQBg', 'width': 3264}]","{'compound_code': 'VQ6J+RR Pejagalan, North Jakarta City, Jakarta', 'global_code': '6P58VQ6J+RR'}",
CLOSED_TEMPORARILY,"{'location': {'lat': -6.134672399999999, 'lng': 106.7499214}, 'viewport': {'northeast': {'lat': -6.133384570107277, 'lng': 106.7511347298927}, 'southwest': {'lat': -6.136084229892721, 'lng': 106.7484350701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/movie_pinlet,King Fachmi,ChIJIcrP4mAdai4Rhl7HWpDHX6Y,5.0,ChIJIcrP4mAdai4Rhl7HWpDHX6Y,GOOGLE,"['movie_theater', 'point_of_interest', 'establishment']",5,"Jl. Kapuk Kamal Raya No.57, RT.3/RW.12, Kapuk, Kota Jakarta Barat",,,"{'compound_code': 'VP8X+3W Kapuk, West Jakarta City, Jakarta', 'global_code': '6P58VP8X+3W'}",True
OPERATIONAL,"{'location': {'lat': -6.132907599999999, 'lng': 106.7837762}, 'viewport': {'northeast': {'lat': -6.131568649999999, 'lng': 106.7864339}, 'southwest': {'lat': -6.136924449999999, 'lng': 106.7828903}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Penjaringan City Forest Park,ChIJPcS3V4gdai4RFRiCKMVUaTQ,4.5,ChIJPcS3V4gdai4RFRiCKMVUaTQ,GOOGLE,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",3464,"VQ8M+RGJ, Jl. Kepanduan II, RT.7/RW.16, Pejagalan, Jkt Utara",{'open_now': True},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102005628490000951657"">Yennyta Tay</a>'], 'photo_reference': 'AZose0kIJTnMf2aGLmCsc73tnU27Ff-Npmq90mvvE6D-C5tg0BmWIXaC25U2NzL0M-iIPGlqs-5YZE2K5SXRvBWl902f5fQH-T36KZu2cjvLOP3rgLiSSCgSrTn0J1ByPLefuJL0dzS61xI1RQqKeNj9DTZfcmkNCxwOybrTc85ZPsaQOM19', 'width': 2712}]",,
OPERATIONAL,"{'location': {'lat': -6.1435764, 'lng': 106.7760637}, 'viewport': {'northeast': {'lat': -6.142281120107278, 'lng': 106.7773955298927}, 'southwest': {'lat': -6.144980779892722, 'lng': 106.7746958701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Galatama Bawal Abah samsuri,ChIJxeH6dwL3aS4RCJCzFFqUOo8,5.0,ChIJxeH6dwL3aS4RCJCzFFqUOo8,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"VQ4G+HCF, RT.6/RW.15, Pejagalan, North Jakarta City",,,,
OPERATIONAL,"{'location': {'lat': -6.1419495, 'lng': 106.7898083}, 'viewport': {'northeast': {'lat': -6.140599670107279, 'lng': 106.7911581298927}, 'southwest': {'lat': -6.143299329892723, 'lng': 106.7884584701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aula utama Kalijodo,ChIJMweOUtn3aS4RWy808ClpbUs,5.0,ChIJMweOUtn3aS4RWy808ClpbUs,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"VQ5Q+6WF, RT.4/RW.5, Pejagalan, North Jakarta City",,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106505277186425354083"">Nanang Samsir</a>'], 'photo_reference': 'AZose0mnAQDIcUQUSUHwYDbV_xKPboQuM5po-3xtYTHQnD5YkLSgGiTLlWV7pUGXC4-58NfG_blSEFhEKm5bEfWS7KyQsIylPG9GDzouqBBWkyt1ZIa5Wl7VACUNbXh-Mg8mXyluh4uKyav20ZbhmckE9X55LtrB1xziiWe7kJvyr7iTcOJi', 'width': 1920}]",,
OPERATIONAL,"{'location': {'lat': -6.1399971, 'lng': 106.7882731}, 'viewport': {'northeast': {'lat': -6.138653770107277, 'lng': 106.7896101298927}, 'southwest': {'lat': -6.141353429892721, 'lng': 106.7869104701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalijodo boulevard,ChIJXxsRXo33aS4RrLrNOsYsHcg,5.0,ChIJXxsRXo33aS4RrLrNOsYsHcg,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"Jl. Kepanduan II No.29, RW.6, Pejagalan, Jkt Utara",,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106505277186425354083"">Nanang Samsir</a>'], 'photo_reference': 'AZose0mV35PrD7OmbQL-fDRNHg6CDbx6ORSF6fIbco4gBCvDN71Yp9ezNZkBm4fOLYC_G5eB4jRpHvLZChktJUzLxXIUriqKiD6uq0dp86yaWhDyg3tsGO8lyqSxtz6Jvp5xyBQl6aQIyrz8Fg1B08GH474mxUZXacrhWeIiN6RAOpdoquCP', 'width': 2448}]","{'compound_code': 'VQ6Q+28 Pejagalan, North Jakarta City, Jakarta', 'global_code': '6P58VQ6Q+28'}",
OPERATIONAL,"{'location': {'lat': -6.1464533, 'lng': 106.7791755}, 'viewport': {'northeast': {'lat': -6.144991070107277, 'lng': 106.7805224298927}, 'southwest': {'lat': -6.147690729892721, 'lng': 106.7778227701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dekawe project,ChIJEd99By_2aS4R2H6IYZwjGrQ,4.3,ChIJEd99By_2aS4R2H6IYZwjGrQ,GOOGLE,"['art_gallery', 'point_of_interest', 'establishment']",681,"Taman dutamas Jalan wijaya kusuma 4d Blok D5 no 1, RT.17/RW.9, Angke, Kota Jakarta Barat",{'open_now': True},"[{'height': 1011, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115693843875156106707"">A Google User</a>'], 'photo_reference': 'AZose0l8D1RV13ukGPszkEKZMoqmcCBZqiK8MYroicvx-YQCe-pljiPY6ekn_HBhkaJm2dX9zleyWrLixSty7bJQEYruxm8EotNYnc5tUafVS6qyYVzqVjPOREHHfKe-UrptIid3YTucUYIffi9L1rZLAzkX7fAwcAGL8j0MUu3FPlYJECYc', 'width': 1011}]","{'compound_code': 'VQ3H+CM Angke, West Jakarta City, Jakarta', 'global_code': '6P58VQ3H+CM'}",
OPERATIONAL,"{'location': {'lat': -6.1137292, 'lng': 106.7950497}, 'viewport': {'northeast': {'lat': -6.112368170107278, 'lng': 106.7962549298927}, 'southwest': {'lat': -6.115067829892721, 'lng': 106.7935552701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Waduk Pluit,ChIJpzb_bMAdai4ReeRnqMgSSMk,4.4,ChIJpzb_bMAdai4ReeRnqMgSSMk,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",8841,"6, Jl. Pluit Timur Raya No.12, RT.6/RW.5, Pluit, Jkt Utara",{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104636580637145048390"">A Google User</a>'], 'photo_reference': 'AZose0mKS5S_XQysNLgU1S5Q2mb4O-bCRsZq52fPHrTbMQO4HqHj2LCHXubdCYLedavFSlxAdSj1vvRZsNcqHYMFz7vJdAH6oUu_ce8hhjr0EE-aWmkShCE3VPU6hhmy3izP-pddcVd8rGxRYNcJ6vRLb5W-sW-jREfkUKMU0Ch_IMWe-G1Y', 'width': 4000}]","{'compound_code': 'VQPW+G2 Pluit, North Jakarta City, Jakarta', 'global_code': '6P58VQPW+G2'}",
OPERATIONAL,"{'location': {'lat': -6.103026, 'lng': 106.7717537}, 'viewport': {'northeast': {'lat': -6.101676170107278, 'lng': 106.7731035298927}, 'southwest': {'lat': -6.104375829892722, 'lng': 106.7704038701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Muara Angke,ChIJhdOEcS4dai4RDOi-3jiNbHY,4.4,ChIJhdOEcS4dai4RDOi-3jiNbHY,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",40,"Jl. Pendaratan Udang No.14, RW.2, Pluit, Jkt Utara",{},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105712883993850948441"">joko tole</a>'], 'photo_reference': 'AZose0l_D48z6N9xQLCJEc0_NOZ_94FDueDBqFhD7br-LKMSbm9ivdkFPAHXiPGhlR34eCI2g8T1cqvUr9GYcwLXR01JrUmD9v2ZxzHU1azIsYleZSnSvBmvAVT1E6BGNUFlXc_pU0-XD57VC-kvfvpBu9K6pYxnNI20ZqEqHEnGAGmbq9AB', 'width': 4000}]","{'compound_code': 'VQWC+QP Pluit, North Jakarta City, Jakarta', 'global_code': '6P58VQWC+QP'}",
OPERATIONAL,"{'location': {'lat': -6.1129998, 'lng': 106.8010317}, 'viewport': {'northeast': {'lat': -6.111649970107278, 'lng': 106.8023815298927}, 'southwest': {'lat': -6.114349629892722, 'lng': 106.7996818701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rizik House,ChIJQXW-KAQdai4RadPeR2ZGmL4,5.0,ChIJQXW-KAQdai4RadPeR2ZGmL4,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"VRP2+RC3, RT.19/RW.17, Penjaringan, North Jakarta City",{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110627251800658814131"">A Google User</a>'], 'photo_reference': 'AZose0lPPxdK6Xr6y9QGoTnoARRLa_7VKLPhAQwc-QbSMADZsy_faRiqp1pjMV6E-pqRbrExCtXKljC1Iz8j89W1Gfrz05XwZRozApsEqu5rikbGdjJIenVR6cyg4L2oyDR44e7NdrcDcITBjF_EmZnzrYvioipvIu3X5QA_21OtDWjFPhls', 'width': 3000}]",,
