business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,scope,types,user_ratings_total,vicinity,plus_code,photos,price_level
OPERATIONAL,"{'location': {'lat': -6.1530117, 'lng': 106.7282188}, 'viewport': {'northeast': {'lat': -6.151662720107277, 'lng': 106.7295427798927}, 'southwest': {'lat': -6.154362379892721, 'lng': 106.7268431201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Ciplaz Cengkareng (RAMAYANA),{'open_now': True},ChIJ34UuATL3aS4RYTdkBoKE7Js,4.6,ChIJ34UuATL3aS4RYTdkBoKE7Js,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",2501,"Jl. Lkr. Luar Barat, RT.1/RW.2, Cengkareng Tim., Kota Jakarta Barat","{'compound_code': 'RPWH+Q7 East Cengkareng, West Jakarta City, Jakarta', 'global_code': '6P58RPWH+Q7'}","[{'height': 731, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118362105764737035921"">A Google User</a>'], 'photo_reference': 'AZose0mAK2LTesyCqPTX-N0TWzkCI1SnfTn6O62xDQAuqgaQ4BEhR1THZ_LsMGgeN4mH6SgsAgMu_Lk-98jZU5N8Gct1ZjL_CQbCy2YH0IGMc5U3m4PJmyI6OZK31msYUr9rnhRMwWhrSBS7G4uq8c7r6QGWwFk24Je56tG6XdkIQoUCygVk', 'width': 1024}]",
OPERATIONAL,"{'location': {'lat': -6.1522858, 'lng': 106.7288446}, 'viewport': {'northeast': {'lat': -6.150546920107278, 'lng': 106.7301349298927}, 'southwest': {'lat': -6.153246579892722, 'lng': 106.7274352701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,OZORA SHOP,{'open_now': True},ChIJlV3mzvb3aS4RjxWjHP_FLos,4.7,ChIJlV3mzvb3aS4RjxWjHP_FLos,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",20,"Ps. Cengkareng Blok BKS Lt.Dasar No.12, Jl. Bangun Nusa Raya No.70, RT.1/RW.2, Cengkareng Tim., Kota Jakarta Barat","{'compound_code': 'RPXH+3G East Cengkareng, West Jakarta City, Jakarta', 'global_code': '6P58RPXH+3G'}","[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111399980412772059489"">Guntur Fachmulawarman</a>'], 'photo_reference': 'AZose0nkEgIL2MvOICP3k13m8BGJ2XwxFDVT9E5H7yKoNHj1Vc_nG07kFRJLmXo3yrqRLJ-l8OZiPa2acyf3z18ytKtpE8n55b1rlmo5De8Jt8z4z52p1DM7tjYpoQdlQfgd3Gh15N7Sg_zZH2cEzDGi0yaK5uqfGrkR_ENlB0ciQFpc_9Gh', 'width': 4096}]",
OPERATIONAL,"{'location': {'lat': -6.1573211, 'lng': 106.7418828}, 'viewport': {'northeast': {'lat': -6.155929670107277, 'lng': 106.7432298298927}, 'southwest': {'lat': -6.158629329892721, 'lng': 106.7405301701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Adeeva,{'open_now': True},ChIJ07ir4773aS4RHEHsZUrRxQw,5.0,ChIJ07ir4773aS4RHEHsZUrRxQw,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"5, Jl. H. Djairi No.259, RW.2, Rw. Buaya, Kota Jakarta Barat","{'compound_code': 'RPVR+3Q Rawa Buaya, West Jakarta City, Jakarta', 'global_code': '6P58RPVR+3Q'}","[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106179430879275643310"">eko Sulistiyawan</a>'], 'photo_reference': 'AZose0mjJZgHsC4PdumFX692T6bIVjhgL7XDl9nCDiI2RrwR3j6pXAwhm9sAC7P3F9d9la205_TUDMx9PjKxFBJKl9mLTFoyyhbFzcN-vDV4POljEtqTghl4s0ASACdTPxIbUQHBPjDiC4FSq_QTj9fP5-uq70FtDHeoTvbuTH45hStKfltW', 'width': 2250}]",
OPERATIONAL,"{'location': {'lat': -6.1516118, 'lng': 106.7436713}, 'viewport': {'northeast': {'lat': -6.150219120107278, 'lng': 106.7450191798927}, 'southwest': {'lat': -6.152918779892722, 'lng': 106.7423195201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Toko Bela T,{'open_now': True},ChIJ0YKcL3b3aS4RjrBjK4tWdXU,5.0,ChIJ0YKcL3b3aS4RjrBjK4tWdXU,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"RPXV+9F3, RT.6/RW.13, East Cengkareng, West Jakarta City",,,
OPERATIONAL,"{'location': {'lat': -6.155751100000001, 'lng': 106.7334893}, 'viewport': {'northeast': {'lat': -6.154399020107278, 'lng': 106.7348117798927}, 'southwest': {'lat': -6.157098679892722, 'lng': 106.7321121201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Njoy Shop,{'open_now': True},ChIJK_gIMGb3aS4R0HtMMfMpyks,5.0,ChIJK_gIMGb3aS4R0HtMMfMpyks,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"Jl. Darma Wanita IV No.22, RT.10/RW.1, Rw. Buaya, Kota Jakarta Barat","{'compound_code': 'RPVM+M9 Rawa Buaya, West Jakarta City, Jakarta', 'global_code': '6P58RPVM+M9'}",,
OPERATIONAL,"{'location': {'lat': -6.1517211, 'lng': 106.744736}, 'viewport': {'northeast': {'lat': -6.150357770107278, 'lng': 106.7460987298927}, 'southwest': {'lat': -6.153057429892722, 'lng': 106.7433990701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Dikacell,{'open_now': False},ChIJA3d8r4z3aS4RcvHB1a2p-D4,5.0,ChIJA3d8r4z3aS4RcvHB1a2p-D4,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",2,"Jl. Ukir Raya No.5, RT.5/RW.13, Kapuk, Kota Jakarta Barat","{'compound_code': 'RPXV+8V Kapuk, West Jakarta City, Jakarta', 'global_code': '6P58RPXV+8V'}","[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117191415685459827603"">A Google User</a>'], 'photo_reference': 'AZose0kdnc9cyxVrgtpQIewMkujAKJuZ0_qEryICfz83C46BmwtezhoEPUe4fRAguyILEL5STaisTixaQcUgQohkP0Gz4aHQQIZ9lw3RtH70pOEfXa8iamjIWLiH3sTCeUgumFU_U7gsLbn5OtpDNJ8vQd2Ynwu6lL2qUN3S1jhQ-K3Pc8bq', 'width': 2322}]",
OPERATIONAL,"{'location': {'lat': -6.153200200000001, 'lng': 106.7296394}, 'viewport': {'northeast': {'lat': -6.151893170107279, 'lng': 106.7309553298927}, 'southwest': {'lat': -6.154592829892723, 'lng': 106.7282556701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Lapak Rani Soraya,{'open_now': True},ChIJO69LHbz3aS4RVr-n1fq0j80,5.0,ChIJO69LHbz3aS4RVr-n1fq0j80,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",2,"Jl. Bangun Nusa 2 No.1, RT.1/RW.2, Cengkareng Tim., Kota Jakarta Barat","{'compound_code': 'RPWH+PV East Cengkareng, West Jakarta City, Jakarta', 'global_code': '6P58RPWH+PV'}","[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110575689369620932019"">A Google User</a>'], 'photo_reference': 'AZose0mfEJpurzobYkFAiqK3H9lRZQChLrYqQHMGoF8O7ZXbZqb08h7j9eN9V-j3yvkuuI5D2ZOsknbFT33l2ZyVl-8FgGtn0yJGWr8y0bk6SOBN_Z81T0EMV0rDeydGryFhLuA8Fw99VJzVt2Gi75sQABiOPiq4ekOeW_19IyuFQp5inaev', 'width': 1080}]",
OPERATIONAL,"{'location': {'lat': -6.153012899999999, 'lng': 106.7282187}, 'viewport': {'northeast': {'lat': -6.151662770107277, 'lng': 106.7295308798927}, 'southwest': {'lat': -6.154362429892721, 'lng': 106.7268312201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Ramayana Komando 1,{'open_now': True},ChIJPQp1v_b3aS4R6BDIh5T5SJg,3.7,ChIJPQp1v_b3aS4R6BDIh5T5SJg,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",3,"RPWH+Q7W, Jl. Lkr. Luar Barat, RT.1/RW.2, Cengkareng Tim., Kota Jakarta Barat",,"[{'height': 3200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106001971499863685372"">A Google User</a>'], 'photo_reference': 'AZose0kVBiGdTsfTGPhYNmUiDBsLsjIRUgaia_z7r0c-25nV5TYTlx7s_qkevpFZCGavA2iIn3z6Yh9U_i9XCwcHpI-4auCNM1K1momFeWUKg5-ZyRsTP1JAACYB9bOzwLVM-heLit1ks26AV5pQV9S52ydpW1pq_iEDWr6gjG3ujSaImaG3', 'width': 2400}]",
OPERATIONAL,"{'location': {'lat': -6.153370499999999, 'lng': 106.7310837}, 'viewport': {'northeast': {'lat': -6.152016070107277, 'lng': 106.7324198298927}, 'southwest': {'lat': -6.154715729892721, 'lng': 106.7297201701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Toko putra Bengawan,{'open_now': True},ChIJXRcLm-L3aS4RL2w83erGTKo,5.0,ChIJXRcLm-L3aS4RL2w83erGTKo,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"Jl. Masjid Nurul Huda No.1, RT.1/RW.1, Cengkareng Tim., Kota Jakarta Barat","{'compound_code': 'RPWJ+MC East Cengkareng, West Jakarta City, Jakarta', 'global_code': '6P58RPWJ+MC'}","[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104803580890106599434"">A Google User</a>'], 'photo_reference': 'AZose0lFqLNAfUD9la8tIJ9Meq0Jp0730pvu2_3PjJqel1cx5zt6ZRENQrCctsZkCX04tAhID1vK0WyTng1Dfw35JOhv3Fgqeml4esnHY-a_plk44M1dA-iOv7Y3PRO9U8VbhEtTv55oQ4QA7SBMiDGFu2SsM90opPkI2EbCSnXM2CAqZkUY', 'width': 1080}]",
OPERATIONAL,"{'location': {'lat': -6.1527755, 'lng': 106.728273}, 'viewport': {'northeast': {'lat': -6.151434470107278, 'lng': 106.7296231298927}, 'southwest': {'lat': -6.154134129892721, 'lng': 106.7269234701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Pasar cengkareng,{},ChIJJ5bre3P3aS4R2-ZhOTn0ERM,4.4,ChIJJ5bre3P3aS4R2-ZhOTn0ERM,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",53,"RPWH+V8J, RT.1/RW.2, East Cengkareng, West Jakarta City",,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104527090519975156998"">A Google User</a>'], 'photo_reference': 'AZose0mg9XxrKx18VlfsRjDV1ecIUybvnjAWnRzPXrN2MjQHQO8Sne8Zy-GmV2HtXwCoV5C71SBmRMwOvVBKNf5tuqGXkqvhrJUWSFT2L69qtKbA4I7VtdmdWH4-tP4mrSd-WBELpuGFFRqMvKB_nxbGzJJ1vF2XyUvkydLCjWDKri_jIYsg', 'width': 4160}]",
OPERATIONAL,"{'location': {'lat': -6.1632326, 'lng': 106.7455659}, 'viewport': {'northeast': {'lat': -6.161882770107278, 'lng': 106.7469157298927}, 'southwest': {'lat': -6.164582429892722, 'lng': 106.7442160701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Warung OO,{'open_now': True},ChIJoZBroM73aS4RhwjBYLtCbYE,4.5,ChIJoZBroM73aS4RhwjBYLtCbYE,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",4,"Jl. Klingkit No.RT.005/012, RT.5/RW.12, Rw. Buaya, Kota Jakarta Barat","{'compound_code': 'RPPW+P6 Rawa Buaya, West Jakarta City, Jakarta', 'global_code': '6P58RPPW+P6'}","[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115820348532499486885"">A Google User</a>'], 'photo_reference': 'AZose0kmihf3fb2esRftvwBtuWb0bHfDtNRq6A2NLEUyZHi3tPQkXPkdx8H3h9mX6v0iQmh1Vi8z1yX0XKOWqp8bzLScUoRlPnuITyiJTtg65KK3_lFnNqwJP3wb-hBe942QQKmuERNQO_hKgCDtEViqbpoGufcFOpN37L7_1yarepZuENmn', 'width': 3120}]",
OPERATIONAL,"{'location': {'lat': -6.1569486, 'lng': 106.7600041}, 'viewport': {'northeast': {'lat': -6.155586920107277, 'lng': 106.7613169298927}, 'southwest': {'lat': -6.158286579892721, 'lng': 106.7586172701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Toko Wito,{'open_now': False},ChIJu4Y_r_D3aS4RnQ9knH-SsOs,5.0,ChIJu4Y_r_D3aS4RnQ9knH-SsOs,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"Jl. Komp. Departemen Agama No.66, RT.3/RW.3, Kedaung Kali Angke, Kota Jakarta Barat","{'compound_code': 'RQV5+6X Kedaung Kali Angke, West Jakarta City, Jakarta', 'global_code': '6P58RQV5+6X'}","[{'height': 1183, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102228695680606745809"">A Google User</a>'], 'photo_reference': 'AZose0mHfimNu8dnCY10yiX_7WyoU1GB0J2qgDhf9nCFx2_r4jeSTxGEf-w1bmaQvwrp5UIDmehPlTHBY8H3LUF7D6NrRm-hg5VGCWQWRZZ3UuUhknJgF1sU99vOxq85QbFAG0ICW_wJtKnEzVPRNHlF7TxWMdaVy2BnUbavr4zV6YUz4ASh', 'width': 719}]",
OPERATIONAL,"{'location': {'lat': -6.159065200000001, 'lng': 106.7547192}, 'viewport': {'northeast': {'lat': -6.157765470107278, 'lng': 106.7560583298927}, 'southwest': {'lat': -6.160465129892722, 'lng': 106.7533586701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Aisah store,{'open_now': True},ChIJgw5Jl2f3aS4RoAMCnOTmvRI,5.0,ChIJgw5Jl2f3aS4RoAMCnOTmvRI,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"Jl. Perumahan Taman Kota No.36A, RT.9/RW.5, Kembangan Utara, Kota Jakarta Barat","{'compound_code': 'RQR3+9V North Kembangan, West Jakarta City, Jakarta', 'global_code': '6P58RQR3+9V'}",,
OPERATIONAL,"{'location': {'lat': -6.1473282, 'lng': 106.7497784}, 'viewport': {'northeast': {'lat': -6.145977370107278, 'lng': 106.7511276298927}, 'southwest': {'lat': -6.148677029892722, 'lng': 106.7484279701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Lapak Masguh,{'open_now': False},ChIJ1WBs4A33aS4RSLQrdxyjSOg,5.0,ChIJ1WBs4A33aS4RSLQrdxyjSOg,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",3,"Jl. Melati Indah III No.2, RT.2/RW.14, Kapuk, Kota Jakarta Barat","{'compound_code': 'VP3X+3W Kapuk, West Jakarta City, Jakarta', 'global_code': '6P58VP3X+3W'}","[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103255746821907383856"">A Google User</a>'], 'photo_reference': 'AZose0nAwj6DiwT1A15bBa24wGspK9EdBYjs94jAqUfWVuJcX41ESbvb5zgXjLgxCpQRfBoteUSwSxP4MTI0Ffk2xJBXY_K_1pcQxhtKMoGpAqxYdH-8HPQIibb2bXqkvOw8PTKVxeQVc8dlOpuF5hAYU8sPMDo55q87NZjz4p-Gm8sC5rOh', 'width': 3096}]",
OPERATIONAL,"{'location': {'lat': -6.154508, 'lng': 106.7614949}, 'viewport': {'northeast': {'lat': -6.153149370107278, 'lng': 106.7628410798927}, 'southwest': {'lat': -6.155849029892722, 'lng': 106.7601414201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Putry indah permata sari,{'open_now': False},ChIJ-ZVfsoP3aS4Rtdhzc8iIquQ,5.0,ChIJ-ZVfsoP3aS4Rtdhzc8iIquQ,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"Jl. Komp. Departemen Agama No.47, RT.4/RW.3, Kedaung Kali Angke, Kota Jakarta Barat","{'compound_code': 'RQW6+6H Kedaung Kali Angke, West Jakarta City, Jakarta', 'global_code': '6P58RQW6+6H'}",,
OPERATIONAL,"{'location': {'lat': -6.1431445, 'lng': 106.7492713}, 'viewport': {'northeast': {'lat': -6.141791820107278, 'lng': 106.7505183798927}, 'southwest': {'lat': -6.144491479892721, 'lng': 106.7478187201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,OFFICIAL ONLINE STORE,{'open_now': False},ChIJwzx3nRb3aS4RigtbsTt850w,5.0,ChIJwzx3nRb3aS4RigtbsTt850w,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",2,"1, Jl. Obsidian No.2A, RT.1/RW.8, Kapuk, Kota Jakarta Barat","{'compound_code': 'VP4X+PM Kapuk, West Jakarta City, Jakarta', 'global_code': '6P58VP4X+PM'}",,
OPERATIONAL,"{'location': {'lat': -6.1520604, 'lng': 106.7599834}, 'viewport': {'northeast': {'lat': -6.150704470107278, 'lng': 106.7613450798927}, 'southwest': {'lat': -6.153404129892722, 'lng': 106.7586454201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Juragan seru kaliangke,{'open_now': True},ChIJWwI57O33aS4R6_zfVQWyBiY,5.0,ChIJWwI57O33aS4R6_zfVQWyBiY,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"Jl. Tawang Mangu I No.48, RT.9/RW.6, Kedaung Kali Angke, Kota Jakarta Barat","{'compound_code': 'RQX6+62 Kedaung Kali Angke, West Jakarta City, Jakarta', 'global_code': '6P58RQX6+62'}","[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114768455905547827740"">A Google User</a>'], 'photo_reference': 'AZose0lZ7maGAkqETuurqpvCO7LoTmCC2OECZhGGsHpJZDz2W0Kl_TMPtSPi6KoLI7YqNaV_7jZukEA29dYHd-soHqsa7qhUwnid-QXApRUBZwkmARb2Hjm5Oo--pdA4kJbJVDD9SldSC6ZKpJnTeTk7TVLzJCWfHt-73DdjHzdqpSGlnqta', 'width': 2592}]",
OPERATIONAL,"{'location': {'lat': -6.1451847, 'lng': 106.760933}, 'viewport': {'northeast': {'lat': -6.143833470107277, 'lng': 106.7622806298927}, 'southwest': {'lat': -6.146533129892721, 'lng': 106.7595809701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,HLB,{'open_now': True},ChIJQ6_6WzD3aS4REsZak6zY7YM,5.0,ChIJQ6_6WzD3aS4REsZak6zY7YM,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"Gudang ikan asin, Jl. Peternakan II No.16D, RT.6/RW.7, Kapuk, Kota Jakarta Barat","{'compound_code': 'VQ36+W9 Kapuk, West Jakarta City, Jakarta', 'global_code': '6P58VQ36+W9'}","[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108664418308745543493"">muhammad al-azis ghirzya binbarqia</a>'], 'photo_reference': 'AZose0lIII4HOeyQE6zMAYkjLl-1gxEv6j3DwrihP5p8mYmq0GaJaWyzUehQj3c4kPwAGkBK5yNH_yC6UlvlCV-J6Esm57RxFRseHJpz79WenuMAcSMHkce1gOx4vdCAiGUPSh9Xu24imkdXKFheUq8vBqmTMdwzv_pEZB4J5p4TKIqrN_Hk', 'width': 1080}]",
OPERATIONAL,"{'location': {'lat': -6.1507805, 'lng': 106.7469735}, 'viewport': {'northeast': {'lat': -6.149411620107278, 'lng': 106.7482796298927}, 'southwest': {'lat': -6.152111279892722, 'lng': 106.7455799701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Padang Belantara,{'open_now': True},ChIJsfuE1Fj3aS4RdAj9EFIuQHU,5.0,ChIJsfuE1Fj3aS4RdAj9EFIuQHU,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",2,"Taman Jl. Nusa Indah No.14A, RT.9/RW.9, Kapuk, Kota Jakarta Barat","{'compound_code': 'RPXW+MQ Kapuk, West Jakarta City, Jakarta', 'global_code': '6P58RPXW+MQ'}",,
OPERATIONAL,"{'location': {'lat': -6.1439461, 'lng': 106.7441184}, 'viewport': {'northeast': {'lat': -6.142556820107279, 'lng': 106.7454228798927}, 'southwest': {'lat': -6.145256479892723, 'lng': 106.7427232201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Mall city park,,ChIJq9tKl8D3aS4RigM5mXJwXpA,4.0,ChIJq9tKl8D3aS4RigM5mXJwXpA,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"No.9, RT.4/RW.14, Cengkareng Tim., Kota Jakarta Barat","{'compound_code': 'VP4V+CM East Cengkareng, West Jakarta City, Jakarta', 'global_code': '6P58VP4V+CM'}",,
OPERATIONAL,"{'location': {'lat': -6.141573200000001, 'lng': 106.745345}, 'viewport': {'northeast': {'lat': -6.140223370107278, 'lng': 106.7466920798927}, 'southwest': {'lat': -6.142923029892723, 'lng': 106.7439924201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Rumah OKTAVIANI CANTIK,{'open_now': True},ChIJybdmOLj3aS4REsMUWUF5RBI,4.0,ChIJybdmOLj3aS4REsMUWUF5RBI,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",3,"Jl. Timbul 1 Gang Masjid Baiturahim 1 No.43, RT.18/RW.16, Kapuk, Kota Jakarta Barat","{'compound_code': 'VP5W+94 Kapuk, West Jakarta City, Jakarta', 'global_code': '6P58VP5W+94'}","[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112043901011102778415"">Oktaviani Sariatu</a>'], 'photo_reference': 'AZose0nm6YLYuOXWulzpGuIUmjPe-Jrj9GoUe283X1CkdxK8VJge8HJcpgzjuUPbPcwRgxsXhgYHn9d3iA8sBzi6-ltkgLZuwbsDUzdvDynnOoR_oqxYeG9kSWKsRL2ruP1Hhivdvc6vHwhgLAWfwD9b8fI2KPlEFTZT8s7X_liJzxe526Tl', 'width': 2592}]",
OPERATIONAL,"{'location': {'lat': -6.138946400000001, 'lng': 106.7483396}, 'viewport': {'northeast': {'lat': -6.137582870107279, 'lng': 106.7496964298927}, 'southwest': {'lat': -6.140282529892723, 'lng': 106.7469967701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Toko NTRL,{'open_now': True},ChIJ2eZwHs73aS4RZyfvsoKRxFI,5.0,ChIJ2eZwHs73aS4RZyfvsoKRxFI,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"Jl. Kapuk Bongkaran No.20, RT.20/RW.12, Kapuk, Kota Jakarta Barat","{'compound_code': 'VP6X+C8 Kapuk, West Jakarta City, Jakarta', 'global_code': '6P58VP6X+C8'}","[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101609617676816496828"">A Google User</a>'], 'photo_reference': 'AZose0n23FPEz5WyrEh6yq43_YJ4P0qaDnqNSNO0Ns6AMEhTU54cK-qIOt8ESJquv_Dnf2oDgGI_0qy8pRdA5ihohLBC4_NN9b3DfDU0uLjjzNCbgaDYxR_jnFQdOuScSKDlDyrlfYXeBZxV_EHMBt_uNfOhL5oGyOJO6POAFDRo9AJA40Da', 'width': 1080}]",
OPERATIONAL,"{'location': {'lat': -6.1352106, 'lng': 106.7444579}, 'viewport': {'northeast': {'lat': -6.133887770107277, 'lng': 106.7457795798927}, 'southwest': {'lat': -6.136587429892722, 'lng': 106.7430799201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Toko Niana indriyana,,ChIJixgZrWEdai4RhLwNXv0C9Yk,5.0,ChIJixgZrWEdai4RhLwNXv0C9Yk,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",2,"Gg. Kb. Jahe No.35, RT.5/RW.3, Kapuk, Kota Jakarta Barat","{'compound_code': 'VP7V+WQ Kapuk, West Jakarta City, Jakarta', 'global_code': '6P58VP7V+WQ'}","[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112768431778713614587"">Nana Kusyana Kusyana</a>'], 'photo_reference': 'AZose0mM0cNlCMVzYZ7oJNjFZIeJiPQWXmTbrz18p8XW0WsAS3ph-mn5OOdSa9_a0GcuxZW7sD5wMUA9n7LRPRWMq09bIGCssYU7wlLzfFoIAGVF6W6lEiwZtKdoL6MgcRSP8AIT2GNPjub04s4GUoG4sCFJoBxn44JZxMdE-YEc5FDDcF6P', 'width': 720}]",
