business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed
OPERATIONAL,"{'location': {'lat': -6.160181499999999, 'lng': 106.8154818}, 'viewport': {'northeast': {'lat': -6.158896070107278, 'lng': 106.8168407298927}, 'southwest': {'lat': -6.161595729892722, 'lng': 106.8141410701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KANTOR PGN,{},"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115076501257432332227"">A Google User</a>'], 'photo_reference': 'AZose0kjTToWRItg5ZH5xz1BP9raPgyY-EGtZcciI7uSYIgF7uhsUcRy--TpjU1F-B0nBtZ6_qOwqwsnEthJh9_yikUeNSEkzB3qiZt1bohpyul9GNEzPOdKm8l1PKa3f3ke1L-3JO1PNwAIwjXK8Pf98ezhF56zrwV26lQBeESHR1ZFdqb4', 'width': 4096}]",ChIJabOAznX2aS4Rzz7Uie7i-oc,"{'compound_code': 'RRQ8+W5 Krukut, West Jakarta City, Jakarta', 'global_code': '6P58RRQ8+W5'}",4.6,ChIJabOAznX2aS4Rzz7Uie7i-oc,GOOGLE,"['point_of_interest', 'establishment']",111,"Jl. Kyai Haji Zainul Arifin No.20, RT.8/RW.7, Krukut, Kota Jakarta Barat",
OPERATIONAL,"{'location': {'lat': -6.166018500000001, 'lng': 106.8137281}, 'viewport': {'northeast': {'lat': -6.164704220107279, 'lng': 106.8149957298927}, 'southwest': {'lat': -6.167403879892722, 'lng': 106.8122960701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kantor PMU JCM,,,ChIJ9dfd6av3aS4R10MZYJykUmE,"{'compound_code': 'RRM7+HG North Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RRM7+HG'}",0.0,ChIJ9dfd6av3aS4R10MZYJykUmE,GOOGLE,"['point_of_interest', 'establishment']",0,"Jl. A.M Sangaji No.35A, RT.7, Petojo Utara, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1785972, 'lng': 106.8199133}, 'viewport': {'northeast': {'lat': -6.177265870107278, 'lng': 106.8212558798927}, 'southwest': {'lat': -6.179965529892722, 'lng': 106.8185562201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kantor pusat KOPBAN - BeUJEK,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101157693930178426442"">Shang Welly Chin</a>'], 'photo_reference': 'AZose0ktmX8yhu0w_xpijekYLWnGOnh9M-SJiMPVgtcFDQWnjqwhPs1dCt3Wj4hOB3M5A5p_zQGP2abS8yFwiBJbJY4uYBxxfFgscTfkuaj9Bl8V-G5Azt2KTqvb6ODGFwTmHrv-p45l1MAgOr_xm0LuN08wYa4me3LvZ1kxvpN88nC5Q5Ym', 'width': 720}]",ChIJMzBZPJP1aS4Rvrbbzs4kq4c,"{'compound_code': 'RRC9+HX Gambir, Central Jakarta City, Jakarta', 'global_code': '6P58RRC9+HX'}",5.0,ChIJMzBZPJP1aS4Rvrbbzs4kq4c,GOOGLE,"['point_of_interest', 'establishment']",2,"Jl. Tanah Abang Timur Dalam No.10 i, RT.3/RW.3, Gambir, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.171866199999999, 'lng': 106.816787}, 'viewport': {'northeast': {'lat': -6.170516670107278, 'lng': 106.8181004298927}, 'southwest': {'lat': -6.173216329892722, 'lng': 106.8154007701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,South Petojo Sub-District Office,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109127656092909581887"">Made in Jakpus</a>'], 'photo_reference': 'AZose0lhqYlYxrt9nqg2-j2-F1wjLxIyXivaERk-HZnxj20__YtgyEMsGPFPya__oxlTKlZ57jjpCCyQeO-SKk-dT4W2tnJuDiIkZJbxO-kArrQcg16qNMRgqzLwfGrshusqkmsG62-0KNkSRKh_hawLrhq-w00dlZKWipP71MS5nP4x4XzM', 'width': 2560}]",ChIJSYQoTH_2aS4RW_zanQRMAv8,"{'compound_code': 'RRH8+7P South Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RRH8+7P'}",4.1,ChIJSYQoTH_2aS4RW_zanQRMAv8,GOOGLE,"['local_government_office', 'point_of_interest', 'establishment']",13,"Jl. Petojo Melintang No.19, RT.19/RW.7, Petojo Sel., Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.174680599999999, 'lng': 106.8139538}, 'viewport': {'northeast': {'lat': -6.173281020107279, 'lng': 106.8152974798927}, 'southwest': {'lat': -6.175980679892723, 'lng': 106.8125978201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Belakang Kantor TRITAK,,,ChIJZTtPbnL3aS4RCD-CAkV7Uzw,"{'compound_code': 'RRG7+4H South Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RRG7+4H'}",0.0,ChIJZTtPbnL3aS4RCD-CAkV7Uzw,GOOGLE,"['point_of_interest', 'establishment']",0,"Jl. Petojo Sabangan I No.29, RW.5, Petojo Sel., Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1793518, 'lng': 106.8216885}, 'viewport': {'northeast': {'lat': -6.178046420107277, 'lng': 106.8230349798927}, 'southwest': {'lat': -6.180746079892721, 'lng': 106.8203353201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantor Perancangan Destinasi & Investasi Pariwisara - Kemenparekraf,{'open_now': True},,ChIJlUzppSv0aS4RRacBuOUUEzo,"{'compound_code': 'RRCC+6J Gambir, Central Jakarta City, Jakarta', 'global_code': '6P58RRCC+6J'}",0.0,ChIJlUzppSv0aS4RRacBuOUUEzo,GOOGLE,"['point_of_interest', 'establishment']",0,"Sapta Pesona building, Jl. Tanah Abang Timur Dalam No.17, RT.2/RW.3, Gambir, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1785766, 'lng': 106.8216666}, 'viewport': {'northeast': {'lat': -6.177225820107277, 'lng': 106.8230048798927}, 'southwest': {'lat': -6.179925479892721, 'lng': 106.8203052201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantor Menko Polsoskam,{},,ChIJY3kEXtT1aS4RHzuCjiTnYJ4,"{'compound_code': 'RRCC+HM Gambir, Central Jakarta City, Jakarta', 'global_code': '6P58RRCC+HM'}",0.0,ChIJY3kEXtT1aS4RHzuCjiTnYJ4,GOOGLE,"['point_of_interest', 'establishment']",0,"Jl. Medan Merdeka Barat No.15, RT.2/RW.3, Gambir, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1799783, 'lng': 106.8195202}, 'viewport': {'northeast': {'lat': -6.178768720107279, 'lng': 106.8208279298927}, 'southwest': {'lat': -6.181468379892722, 'lng': 106.8181282701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Gambir Sub-District Office - Jakarta,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107074550309771210031"">Kevin Dibert</a>'], 'photo_reference': 'AZose0nZ0Qv07CfCoEbrkegDRBcE3NKFELbs33GPDwTri8P_64kErmVcfCmrpHntPo28Neewrcn1xZMJoTPKcSz14sW7TT3B8Pii3sQ5xUGiCrqVPw869AuIPVU76rgE0Ts01LTm-i8oPcyJSgOKrKlv01phHMilqCjc0aIOE7BXNfP885lu', 'width': 3024}]",ChIJOXqYQSr0aS4R5ewixshjJWA,"{'compound_code': 'RRC9+2R Gambir, Central Jakarta City, Jakarta', 'global_code': '6P58RRC9+2R'}",4.2,ChIJOXqYQSr0aS4R5ewixshjJWA,GOOGLE,"['point_of_interest', 'establishment']",5,"Jl. Budi Kemuliaan No.12, RT.2/RW.3, Gambir, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1793303, 'lng': 106.8216768}, 'viewport': {'northeast': {'lat': -6.178065620107279, 'lng': 106.8229987298927}, 'southwest': {'lat': -6.180765279892722, 'lng': 106.8202990701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantor Sekretaris Ditjen Ekonomi Kreatif Berbasis Seni Budaya,{'open_now': True},,ChIJM8Vhryv0aS4RcfY_p6WYVik,"{'compound_code': 'RRCC+6J Gambir, Central Jakarta City, Jakarta', 'global_code': '6P58RRCC+6J'}",0.0,ChIJM8Vhryv0aS4RcfY_p6WYVik,GOOGLE,"['point_of_interest', 'establishment']",0,"Sapta Pesona building, Jl. Medan Merdeka Barat, RT.2/RW.3, Gambir, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1725527, 'lng': 106.8179095}, 'viewport': {'northeast': {'lat': -6.171210470107279, 'lng': 106.8192833798927}, 'southwest': {'lat': -6.173910129892723, 'lng': 106.8165837201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Blok D Kantor Administrasi Jakarta Pusat,,,ChIJq4MNi9X1aS4RbeGpkPYmgBo,"{'compound_code': 'RRG9+X5 South Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RRG9+X5'}",0.0,ChIJq4MNi9X1aS4RbeGpkPYmgBo,GOOGLE,"['local_government_office', 'point_of_interest', 'establishment']",0,"Jl. Petojo Enclek XIII No.21, RT.11/RW.8, Petojo Sel., Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.169369, 'lng': 106.8245041}, 'viewport': {'northeast': {'lat': -6.168016320107277, 'lng': 106.8258837798927}, 'southwest': {'lat': -6.170715979892722, 'lng': 106.8231841201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantor Presiden Republik Indonesia,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110376161005623241679"">Muhammad Ikhsan</a>'], 'photo_reference': 'AZose0k8MRVeVDHYo-LHUTu4FN2BAF-_iDACJzS3HsVYUaqNO_AyDzqNLNoL5tVUOL4V-HFWHsd2yThyw4QvE-6SBxxu-Lv8wL305Jcg_zcLzzT3s_TuVkrvUqr7IYXsR_urvqz4cFgUB6C32JZC0-Net9G2c1gFsbKrhevy5odRz-DKUiyz', 'width': 4624}]",ChIJJ9u2jM71aS4RlbcR05wfbtI,,0.0,ChIJJ9u2jM71aS4RlbcR05wfbtI,GOOGLE,"['point_of_interest', 'establishment']",0,"RRJF+8Q5, RT.2/RW.3, Gambir, Central Jakarta City",
OPERATIONAL,"{'location': {'lat': -6.1645809, 'lng': 106.8250272}, 'viewport': {'northeast': {'lat': -6.163231070107279, 'lng': 106.8263751798927}, 'southwest': {'lat': -6.165930729892723, 'lng': 106.8236755201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantor Kelurahan Kebon Kelapa,{'open_now': True},"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102304068171760509679"">dandy kuswiyoto</a>'], 'photo_reference': 'AZose0l1aKZFkz1C1OcFsMF1GaVENKx7twqGIyMa47Epgvuy96dpo2y0D-GIvLpTSnLx3qeif8Po0b-ip7A-6RjSY8sanc546vsXkNVV9CmiKS_IGzYD3HwsFIE-hJZ0BwFfVKMBx4crxL9WSg2OgZAlGTHphpGFX4e61HoxAI1tWzwbanAl', 'width': 4128}]",ChIJ_cKHQNr1aS4RyW-6UEvRikY,"{'compound_code': 'RRPG+52 Kebon Kelapa, Central Jakarta City, Jakarta', 'global_code': '6P58RRPG+52'}",3.6,ChIJ_cKHQNr1aS4RyW-6UEvRikY,GOOGLE,"['local_government_office', 'point_of_interest', 'establishment']",16,"Jl. Batu Tulis VII No.21, RT.6/RW.3, Kb. Klp., Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.167796099999999, 'lng': 106.8248882}, 'viewport': {'northeast': {'lat': -6.166443870107278, 'lng': 106.8262379298927}, 'southwest': {'lat': -6.169143529892722, 'lng': 106.8235382701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantor Staf Khusus Presiden Bidang Sosial,{'open_now': True},,ChIJmReCE9H1aS4RZiUZ6A5Segc,"{'compound_code': 'RRJF+RX Gambir, Central Jakarta City, Jakarta', 'global_code': '6P58RRJF+RX'}",4.6,ChIJmReCE9H1aS4RZiUZ6A5Segc,GOOGLE,"['point_of_interest', 'establishment']",5,"Jl. Veteran III No.9, RT.2/RW.3, Gambir, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1675857, 'lng': 106.829337}, 'viewport': {'northeast': {'lat': -6.166328820107278, 'lng': 106.8306629298927}, 'southwest': {'lat': -6.169028479892722, 'lng': 106.8279632701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kantor,{'open_now': True},"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100262906492052089353"">Sri Purwanto</a>'], 'photo_reference': 'AZose0k6wg670jPMpxLBtzDW3BHTJLvAcYDPCDvyLy-QFxXCM6xFExv5Je7FdeuF_75IuAHXCTGuWobC7ZIwqRv8ktvOLtOVDSxhOjwoio4Bcjy6f_AKfaFVKaIzyfXJ21tHMQyY8bP0TPqDHdopGseMMJX_ERd4k53He3VfbEJP85PJsID2', 'width': 3096}]",ChIJT9pDIdD1aS4Rt3spDugG6Yo,"{'compound_code': 'RRJH+XP Kebon Kelapa, Central Jakarta City, Jakarta', 'global_code': '6P58RRJH+XP'}",4.5,ChIJT9pDIdD1aS4Rt3spDugG6Yo,GOOGLE,"['point_of_interest', 'establishment']",11,"Jl. Ir. H. Juanda No.5C, RT.14/RW.4, Kb. Klp., Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.167592399999999, 'lng': 106.8265178}, 'viewport': {'northeast': {'lat': -6.166244120107278, 'lng': 106.8278418798927}, 'southwest': {'lat': -6.168943779892722, 'lng': 106.8251422201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantor vetran wonosobo,,,ChIJ7_M0u_T1aS4R8TlpyUS8q2Q,,0.0,ChIJ7_M0u_T1aS4R8TlpyUS8q2Q,GOOGLE,"['point_of_interest', 'establishment']",0,"RRJG+XJ6, Jl. Veteran, RT.2/RW.3, Gambir, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1658447, 'lng': 106.8237023}, 'viewport': {'northeast': {'lat': -6.164499220107277, 'lng': 106.8249714298927}, 'southwest': {'lat': -6.167198879892721, 'lng': 106.8222717701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Nita office,,,ChIJYTUzgyz1aS4Ro7M6f87nRI8,"{'compound_code': 'RRMF+MF Kebon Kelapa, Central Jakarta City, Jakarta', 'global_code': '6P58RRMF+MF'}",0.0,ChIJYTUzgyz1aS4Ro7M6f87nRI8,GOOGLE,"['point_of_interest', 'establishment']",0,"9, RT.9/RW.2, Kebon Kelapa, Central Jakarta City",
OPERATIONAL,"{'location': {'lat': -6.1617649, 'lng': 106.828068}, 'viewport': {'northeast': {'lat': -6.160395620107279, 'lng': 106.8294598298927}, 'southwest': {'lat': -6.163095279892723, 'lng': 106.8267601701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kantor KAI 121,,"[{'height': 634, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100726142674026052644"">A Google User</a>'], 'photo_reference': 'AZose0nkHko28eGHFg6zZcWFbiERxqSYaUByLxH_RJoW_6uzqVXsb6xvhzdjkltiYMjMmsjnJ2mQ7icvTtkjzVDR4EZiwyznwt59C6XnZgCorZxHszfotltJj6BLXhFZlyQ6H64KJDGyqPI0Q5IDnAtN5MUbw4ixeYfVjaGAJmyD5v8_pN3F', 'width': 981}]",ChIJhQKBMwr1aS4R_WWZIm-r35E,"{'compound_code': 'RRQH+76 Pasar Baru, Central Jakarta City, Jakarta', 'global_code': '6P58RRQH+76'}",1.0,ChIJhQKBMwr1aS4R_WWZIm-r35E,GOOGLE,"['point_of_interest', 'establishment']",2,"Jl. Krekot Jaya, RW.7, Ps. Baru, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1631733, 'lng': 106.8261167}, 'viewport': {'northeast': {'lat': -6.161691670107277, 'lng': 106.8274459298927}, 'southwest': {'lat': -6.164391329892721, 'lng': 106.8247462701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,kantor pajak,,,ChIJu3fUS6z1aS4R9tGIs6FMhQ0,"{'compound_code': 'RRPG+PC Kebon Kelapa, Central Jakarta City, Jakarta', 'global_code': '6P58RRPG+PC'}",0.0,ChIJu3fUS6z1aS4R9tGIs6FMhQ0,GOOGLE,"['accounting', 'finance', 'local_government_office', 'point_of_interest', 'establishment']",0,"Jl. Batu Tulis I No.7, RT.9/RW.3, Kb. Klp., Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1672527, 'lng': 106.8270226}, 'viewport': {'northeast': {'lat': -6.165903620107279, 'lng': 106.8283723298927}, 'southwest': {'lat': -6.168603279892722, 'lng': 106.8256726701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,KPPN Jakarta IV,{},"[{'height': 851, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103944041700493926722"">A Google User</a>'], 'photo_reference': 'AZose0nWpr0h23YUDkktZjGdk-BxqvwLNFtUETeV0NX40V-6J1PbRvn3WJ43pXwZK5-P3y564hq5wVS8arJFag_cDeS8A6WrobGBfE-NmAxrfFU3zQ-WPisdqnNgMvNHW9KcPM-uWSk6GNz9m_aSRYPIbSNBIxMAZ06QFIjw6iuRfS33XM-m', 'width': 1280}]",ChIJU4e_aFf1aS4RvPFLn5MpNq8,"{'compound_code': 'RRMG+3R Kebon Kelapa, Central Jakarta City, Jakarta', 'global_code': '6P58RRMG+3R'}",4.6,ChIJU4e_aFf1aS4RvPFLn5MpNq8,GOOGLE,"['local_government_office', 'point_of_interest', 'establishment']",81,"Jl. Ir. H. Juanda No.19, Kb. Klp., Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1659793, 'lng': 106.8211166}, 'viewport': {'northeast': {'lat': -6.164596670107279, 'lng': 106.8224632798927}, 'southwest': {'lat': -6.167296329892722, 'lng': 106.8197636201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KJPP TOTO SUHARTO & REKAN (Kantor Pusat TNR),{'open_now': True},"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112251246274482027435"">Dedi Herdiana</a>'], 'photo_reference': 'AZose0m_22zSBOtqLb7hIXQH507N_ihyjS_HnDp1zlIcnv63LamHeVBEL9IJQcM86SkCoA61tjm-Y142MnH_zHGumpVP15XUlzejAIC-mLY4bdK8eYAs02d0eq8vRFgmZbvniqMwD4VhnL5QnDRUwyn3uptcdCf9Uqz-2W-ghm8pL4r3L0QV', 'width': 2304}]",ChIJy5dn0dn1aS4RWVI7k5pXalk,"{'compound_code': 'RRMC+JC Kebon Kelapa, Central Jakarta City, Jakarta', 'global_code': '6P58RRMC+JC'}",3.9,ChIJy5dn0dn1aS4RWVI7k5pXalk,GOOGLE,"['point_of_interest', 'establishment']",24,"Hayam Wuruk St No.1RL, RT.7/RW.2, Kebon Kelapa, Central Jakarta City",
OPERATIONAL,"{'location': {'lat': -6.161423099999999, 'lng': 106.8247289}, 'viewport': {'northeast': {'lat': -6.159928570107278, 'lng': 106.8261356298927}, 'southwest': {'lat': -6.162628229892722, 'lng': 106.8234359701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PT.ABE Kantor Pusat Jakarta,{},"[{'height': 3504, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103555554548954433633"">Aam Alimudin</a>'], 'photo_reference': 'AZose0k2vY3pge7xw9mlhZB1o9VlLdOP9BwmIKk1Md9FjszgSeILS6ZwNNsAGsUk7WJqlgGlsHnbQ9Uno8cEM65y3REmUMD9ww8igaINT85rEbNwP4kYNbdSsNnhDa_syxohP93g6tUsGaatCFyQ7b3u2CEIXWZ3BP5YIm8G1pHbt-PlIhiT', 'width': 4672}]",ChIJ5S76qN71aS4RyVSHzEpwo_g,"{'compound_code': 'RRQF+CV Maphar, West Jakarta City, Jakarta', 'global_code': '6P58RRQF+CV'}",4.9,ChIJ5S76qN71aS4RyVSHzEpwo_g,GOOGLE,"['point_of_interest', 'establishment']",36,"Jl. Sukarjo Wiryopranoto No.42, RT.1/RW.1, Maphar, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1612019, 'lng': 106.8301116}, 'viewport': {'northeast': {'lat': -6.159669620107278, 'lng': 106.8315107298927}, 'southwest': {'lat': -6.162369279892721, 'lng': 106.8288110701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantor Lurah Pasar Baru - Jakarta Pusat,{'open_now': True},"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116735762888818183185"">Ricko Siahaan</a>'], 'photo_reference': 'AZose0kaQqgBU2va6_B8UtfEV8F__X3b4bdrSSJJ7PfyBOl6KiU90KQX4_pBwnKdYlgkHmSbbjzqfhAE3KB5sNwSo9dCP49TKHGyQyypSKIHiHQAPQtpKMIX9_YZCgOrvyOjyU6of-aksOfifH6ETx-9N2cBwCO3ySMyd9llXrvksl0p9lSF', 'width': 4128}]",ChIJ6xCsUMP1aS4Ro3EZrnzdFQA,"{'compound_code': 'RRQJ+G2 Pasar Baru, Central Jakarta City, Jakarta', 'global_code': '6P58RRQJ+G2'}",4.2,ChIJ6xCsUMP1aS4Ro3EZrnzdFQA,GOOGLE,"['point_of_interest', 'establishment']",48,"JL. Krekot Jaya 1, No. 4C, RT.1/RW.7, Ps. Baru, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1637114, 'lng': 106.8248587}, 'viewport': {'northeast': {'lat': -6.162421770107279, 'lng': 106.8262070798927}, 'southwest': {'lat': -6.165121429892722, 'lng': 106.8235074201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Antavaya Head Office,,,ChIJi_4cuUn1aS4RV3Fj9jTC3l8,"{'compound_code': 'RRPF+GW Kebon Kelapa, Central Jakarta City, Jakarta', 'global_code': '6P58RRPF+GW'}",1.0,ChIJi_4cuUn1aS4RV3Fj9jTC3l8,GOOGLE,"['point_of_interest', 'establishment']",1,"Jl. Batu Tulis III No.28A, RT.7/RW.3, Kb. Klp., Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.170405100000001, 'lng': 106.8261094}, 'viewport': {'northeast': {'lat': -6.169048820107278, 'lng': 106.8275710798927}, 'southwest': {'lat': -6.171748479892722, 'lng': 106.8248714201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantor Desa Telaga Pulang,,,ChIJmYsTJmH1aS4RaF-BBIN9nLQ,"{'compound_code': 'RRHG+RH Gambir, Central Jakarta City, Jakarta', 'global_code': '6P58RRHG+RH'}",0.0,ChIJmYsTJmH1aS4RaF-BBIN9nLQ,GOOGLE,"['point_of_interest', 'establishment']",0,"Jl. Riduan Holdi No.2, RT.2/RW.3, Gambir, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.166890700000001, 'lng': 106.8276836}, 'viewport': {'northeast': {'lat': -6.165583270107278, 'lng': 106.8291711298927}, 'southwest': {'lat': -6.168282929892722, 'lng': 106.8264714701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,BPJS Ketenagakerjaan Cabang Jakarta Gambir,{'open_now': False},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112468783560525791079"">mahmur marganti</a>'], 'photo_reference': 'AZose0mAklW7k9ic-AuLeqoJ9VGcl3Tm-_Wx2ltqP-HELciMKjJKAE1nDFgO4H-YPJt6HlvVq8e_QO44Y29gu4xnAA_Tjz3KaZMHAmumyxqZdpn_ZY6DSS1TJLb2xQBE9T5yG69lVhcd8CLQzcYVmDUdYYP7OxgXcH33Sa-oDJZGEC6OWeE0', 'width': 4032}]",ChIJTQPFY9D1aS4RCiUIMfQBNcs,"{'compound_code': 'RRMH+63 Kebon Kelapa, Central Jakarta City, Jakarta', 'global_code': '6P58RRMH+63'}",3.5,ChIJTQPFY9D1aS4RCiUIMfQBNcs,GOOGLE,"['local_government_office', 'point_of_interest', 'establishment']",228,"Gedung Graha APIC Lantai 4 & 5, Jl. Ir. H. Juanda No.15, RT.14/RW.4, Kb. Klp., Kota Jakarta Pusat",
