business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,plus_code
OPERATIONAL,"{'location': {'lat': -6.134675199999999, 'lng': 106.9249833}, 'viewport': {'northeast': {'lat': -6.133318270107278, 'lng': 106.9264441298927}, 'southwest': {'lat': -6.136017929892722, 'lng': 106.9237444701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,SMA YASPI,{'open_now': True},"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107932472514661570800"">A Google User</a>'], 'photo_reference': 'AZose0khAVoqwH_lRCsR6cRno_s-tkST45JEB67EJTfNuBlA-O9ExIqzzYaE9ncDpi4aTbt1bXj152L84sqxLdqNpVnWXv-hCK8bTNNlTcQigsz3_gu3kLoaPRbqAPmKGSsnH5SvrZ0VzprQdomVCBHCvh856OvBL-KB_bwduxqZTLXuVr8u', 'width': 4608}]",ChIJ4ZWizaeKaS4R5Rtm_p8YJYM,3.7,ChIJ4ZWizaeKaS4R5Rtm_p8YJYM,GOOGLE,"['school', 'point_of_interest', 'establishment']",9,"Jl. Dinas Kebersihan. No. 25. Rt.004/04, 14130, RT.4/RW.4, Semper Bar., Jkt Utara","{'compound_code': 'VW8F+4X West Semper, North Jakarta City, Jakarta', 'global_code': '6P58VW8F+4X'}"
OPERATIONAL,"{'location': {'lat': -6.1115635, 'lng': 106.9241399}, 'viewport': {'northeast': {'lat': -6.110163570107278, 'lng': 106.9254714298927}, 'southwest': {'lat': -6.112863229892722, 'lng': 106.9227717701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Senior High School State 73 of JAKARTA,{'open_now': True},"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110815256927427353785"">A Google User</a>'], 'photo_reference': 'AZose0lWdYpSWg_72teQ_YMr1XS5Ne88Aq0IaGtPwsuzj-o2c3eUDR6CJ1MokN0orBVXfonotAhBZExvRVQ3NaAKSwJe792VlAsx6EwCuN_pwzeNQkXrZwljSMR2qNQsXF3OQegY5raKtCNenLobB5VhM5DBuZP4U_6yts0gGDABBJwxzLDB', 'width': 1600}]",ChIJE1nH_Qsgai4RADuBRHsWtWw,4.5,ChIJE1nH_Qsgai4RADuBRHsWtWw,GOOGLE,"['school', 'point_of_interest', 'establishment']",76,"Jl. Cakung Cilincing Raya No.1, RT.8/RW.1, Semper Tim., Jkt Utara","{'compound_code': 'VWQF+9M East Semper, North Jakarta City, Jakarta', 'global_code': '6P58VWQF+9M'}"
OPERATIONAL,"{'location': {'lat': -6.122468599999999, 'lng': 106.9240644}, 'viewport': {'northeast': {'lat': -6.121155520107278, 'lng': 106.9255147298927}, 'southwest': {'lat': -6.123855179892722, 'lng': 106.9228150701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Senior High School 52 Jakarta,,"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109925777935032830603"">hariri lail</a>'], 'photo_reference': 'AZose0lrWDOI1cj8SCRBGcixNFIPgpjCrG2gTsMTA086U6BeaCGDfdIAVvuGrCMK_e6lbOSqZjHx5d-opBLEldxKoDTxejn-sM6VGklaSmqmEVgRmjq9TNw9Ek-dPsbtQe8jIKJdv9b4FECYrPCa356Fm0L1DUMhZBxwOvlnSpr_dkq6YbzR', 'width': 960}]",ChIJJfFqXgUgai4RcAOf_GSGE5c,3.8,ChIJJfFqXgUgai4RcAOf_GSGE5c,GOOGLE,"['school', 'point_of_interest', 'establishment']",222,"Jl. Raya Tugu No.16, RT.1/RW.9, Semper Bar., Jkt Utara","{'compound_code': 'VWHF+2J West Semper, North Jakarta City, Jakarta', 'global_code': '6P58VWHF+2J'}"
OPERATIONAL,"{'location': {'lat': -6.1301035, 'lng': 106.9281393}, 'viewport': {'northeast': {'lat': -6.128665620107278, 'lng': 106.9293778798927}, 'southwest': {'lat': -6.131365279892722, 'lng': 106.9266782201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,92 Senior High School,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103600336964803527785"">Rasyid Muhamad</a>'], 'photo_reference': 'AZose0lRxZITxXvjWe18jko5kDWgTlTiTsJP5lBIOOTzCPK87RtMFCfjgpkwd77VzqEPriJt5zs4UT4ZLjUc_0KP2UnA72pL0loUlQPXraSLXQs20W99FobCZYgRABW6kXQolxrxVVyDKCyZ3EHBbwUpdHS6Nh2TqugLb3e4p2c24O6dB7pu', 'width': 1280}]",ChIJj2ctqAkgai4R8lFvEu1L14o,4.5,ChIJj2ctqAkgai4R8lFvEu1L14o,GOOGLE,"['school', 'point_of_interest', 'establishment']",157,"Jl. Komp. Pemadam Kebakaran No.17, RT.17/RW.1, Semper Bar., Jkt Utara","{'compound_code': 'VW9H+X7 West Semper, North Jakarta City, Jakarta', 'global_code': '6P58VW9H+X7'}"
OPERATIONAL,"{'location': {'lat': -6.108626699999999, 'lng': 106.925796}, 'viewport': {'northeast': {'lat': -6.107302870107278, 'lng': 106.9270599298927}, 'southwest': {'lat': -6.110002529892721, 'lng': 106.9243602701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,"SMA NURUL FALAH, JAKARTA UTARA",{'open_now': True},"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109533014627943062645"">A Google User</a>'], 'photo_reference': 'AZose0n4JqRbg1NzD6JA7VMH9OvcOdL6NmqAdH0IN-6kDtiOI-Ouj6FNl_ElBxykoqI-6RHlvGpzbHvJkLePQCwp-Y15386Lq6KQR8rLK2V9W8z8amzTfFGQIYA3yyk1FMDLKCSMt85N_tNVzqDtRNb6sP0Z-25jtPAGH9Vsm3mW5uTOi0iW', 'width': 4080}]",ChIJiZprgQogai4RQ8D-UXjfqcs,3.9,ChIJiZprgQogai4RQ8D-UXjfqcs,GOOGLE,"['school', 'point_of_interest', 'establishment']",27,"Jl. Cunda Manik Jl. Dewa Kembar No.2, RT.3/RW.1, Semper Tim., Jkt Utara","{'compound_code': 'VWRG+G8 East Semper, North Jakarta City, Jakarta', 'global_code': '6P58VWRG+G8'}"
OPERATIONAL,"{'location': {'lat': -6.151051799999999, 'lng': 106.9569491}, 'viewport': {'northeast': {'lat': -6.149673370107278, 'lng': 106.9584545798927}, 'southwest': {'lat': -6.152373029892722, 'lng': 106.9557549201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Senior High School State 115 Of Jakarta,{'open_now': False},"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104086012480935781630"">A Google User</a>'], 'photo_reference': 'AZose0k9jC8og_x5ksNYnJ_7XBRrNNFhIff1-zOtAPAMpoAaKP16MrlvZZAOKP-7WZHPLqfMv3UCnPQjXWBDV3CgfgwTW3vmpwdATK41ZGLX7UkCBQUT3E2wZ0Vi9N1kFET6_uFqSc8AnWid8g9x2seApd33ybwC_CcjAmkbwJibJ42LGhqC', 'width': 1600}]",ChIJY58aU2-LaS4R-jdw8ypc2Os,5.0,ChIJY58aU2-LaS4R-jdw8ypc2Os,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']",4,"Jl. Komp. Kantor k No.14, RW.6, Rorotan, Jkt Utara","{'compound_code': 'RXX4+HQ Rorotan, North Jakarta City, Jakarta', 'global_code': '6P58RXX4+HQ'}"
OPERATIONAL,"{'location': {'lat': -6.1310063, 'lng': 106.8410203}, 'viewport': {'northeast': {'lat': -6.129865820107278, 'lng': 106.8425647298927}, 'southwest': {'lat': -6.132565479892722, 'lng': 106.8398650701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,State Senior High School Nr. 40 Jakarta,{'open_now': True},"[{'height': 1044, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106422539399281335224"">A Google User</a>'], 'photo_reference': 'AZose0nvE2tVWNcsfDzjMivtMheiE5tgUtC4HbwaBtXuuc4V4scSBwY4cksSkjwVfIpDaqHOYxlgEuK_Ak6zBtNaWE0AVWrR23VLbxWDCNfGYIHzdVyNMxFBB_zfsQSyeubh_tSrcpl9mevqI4xLCaWG9prhiWhMCqM2-ea0DF_S5u8WSQHV', 'width': 1568}]",ChIJK0wc4h0eai4RsIeAdUaCEwA,4.4,ChIJK0wc4h0eai4RsIeAdUaCEwA,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']",139,"Jl. Budi Mulia No.8A, RT.8/RW.11, Pademangan Bar., Jkt Utara","{'compound_code': 'VR9R+HC West Pademangan, North Jakarta City, Jakarta', 'global_code': '6P58VR9R+HC'}"
OPERATIONAL,"{'location': {'lat': -6.13136, 'lng': 106.84143}, 'viewport': {'northeast': {'lat': -6.130002820107278, 'lng': 106.8427707298927}, 'southwest': {'lat': -6.132702479892722, 'lng': 106.8400710701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SMA 40,,,ChIJFUp83yEeai4RyrbClp6pgIE,5.0,ChIJFUp83yEeai4RyrbClp6pgIE,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",1,"West Pademangan, North Jakarta City","{'compound_code': 'VR9R+FH West Pademangan, North Jakarta City, Jakarta', 'global_code': '6P58VR9R+FH'}"
OPERATIONAL,"{'location': {'lat': -6.143572199999999, 'lng': 106.820027}, 'viewport': {'northeast': {'lat': -6.142416570107278, 'lng': 106.8214780298927}, 'southwest': {'lat': -6.145116229892722, 'lng': 106.8187783701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Sekolah Menengah Atas Sentosa Pagi,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105648625587719304219"">A Google User</a>'], 'photo_reference': 'AZose0ljF6ipISRl1VeaUhRrGA7rRbpF0etaxs37lkHX6f9JYUIzuUGKo_HQbwMH-cLSQBsTDvIsFKgw-1SHb8jPaDZikkqZ6tegCwQVA2Go5RC0S5pMs7dVAfeNCBXjN1FrvSpu_NsupmE8lHj-f6QbOwZ_hn5Y1g0igpb372D2-8DlWat5', 'width': 3120}]",ChIJ7XjrY_31aS4RABJpPSUV2R0,4.4,ChIJ7XjrY_31aS4RABJpPSUV2R0,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']",29,"11180, Jl. Madu No.276, RT.3/RW.3, Mangga Besar, Kota Jakarta Barat","{'compound_code': 'VR4C+H2 Mangga Besar, West Jakarta City, Jakarta', 'global_code': '6P58VR4C+H2'}"
OPERATIONAL,"{'location': {'lat': -6.126067099999999, 'lng': 106.8225119}, 'viewport': {'northeast': {'lat': -6.124817920107278, 'lng': 106.8238824298927}, 'southwest': {'lat': -6.127517579892721, 'lng': 106.8211827701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Gandhi High School Ancol Jakarta,,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115702509268297498637"">Davina Putri</a>'], 'photo_reference': 'AZose0kWkqRktEnqIzdMMH3fuNISUulyAtTYK6IlKs9tTOJsMCBly958LOLNbOOfNz57zwnQ7ABjUP4t91nsNCeHwDXq1JgAyr20ZHw6zF3P3k5_QfQ_-5Nu1uVr8nHmR3YXGE14mKhHFIiPlCn6gR0rb0gAVmXgoZUxEBsdG5MMPB_ALZ-w', 'width': 853}]",ChIJozG23Qgeai4RjpIt538Wvks,3.9,ChIJozG23Qgeai4RjpIt538Wvks,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']",62,"Daerah Khusus, Jl. Pangandaran I, RT.5/RW.11, Ancol, Jkt Utara","{'compound_code': 'VRFF+H2 Ancol, North Jakarta City, Jakarta', 'global_code': '6P58VRFF+H2'}"
OPERATIONAL,"{'location': {'lat': -6.1751456, 'lng': 106.9055841}, 'viewport': {'northeast': {'lat': -6.173797120107277, 'lng': 106.9068892798927}, 'southwest': {'lat': -6.176496779892721, 'lng': 106.9041896201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,SMA NEGERI 45 JAKARTA Utara,{'open_now': True},"[{'height': 1728, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107253341665957473520"">A Google User</a>'], 'photo_reference': 'AZose0m7J2kSrbt7HC2idtC2Q6LgvYjb5Yoml0VZ_aSFtAbixxD8lz2KN8rU45Q6lzwBnfHYl_ISfBSMmgPVTgYgqdCJVKEI0veBFhtiWU8WI-4jjUeTohgpYIHsJ7rmxya1RfZ52hrgGk_Mcoe9UDgR8eMzgo3yPXmzi4OQlNu-CbMWma9Q', 'width': 3936}]",ChIJN4I0ENb0aS4Rm7bBzmZuzX8,4.8,ChIJN4I0ENb0aS4Rm7bBzmZuzX8,GOOGLE,"['school', 'point_of_interest', 'establishment']",74,"JL. PERINTIS KEMERDEKAAN, RT/RW 4/5 Dsn. -, Ds./Kel Kelapa Kec. Kelapa Gading Kota Jakarta Utara, RT.6/RW.6, Klp. Gading Tim., Jkt Utara","{'compound_code': 'RWF4+W6 East Kelapa Gading, North Jakarta City, Jakarta', 'global_code': '6P58RWF4+W6'}"
OPERATIONAL,"{'location': {'lat': -6.1659047, 'lng': 106.9133965}, 'viewport': {'northeast': {'lat': -6.164592270107279, 'lng': 106.9147700298927}, 'southwest': {'lat': -6.167291929892722, 'lng': 106.9120703701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,SMA Don Bosco 1,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104325477470139052947"">A Google User</a>'], 'photo_reference': 'AZose0kYNgGHek3rc5gnSgyxYLjYZjzx-Eyj_bFe8hfhgnZk9eCTd7CxMi5wLW6sGxeB8moucaz4ylvA3p51lkH6jMwqV0GmUzcmzn5a83FdFxIde9gm9VT2zLZY0ObrnQW6bHgbB4CFUglp09m6Uk0xrHM0Awr0ellp36jWoHgH6Kof77cq', 'width': 3000}]",ChIJEZwuCC_1aS4Ru_FAVNDrEzc,4.6,ChIJEZwuCC_1aS4Ru_FAVNDrEzc,GOOGLE,"['school', 'point_of_interest', 'establishment']",27,"12, Jl. Boulevard Timur No.8, RT.12/RW.2, Pegangsaan Dua, Jkt Utara","{'compound_code': 'RWM7+H8 Pegangsaan Dua, North Jakarta City, Jakarta', 'global_code': '6P58RWM7+H8'}"
OPERATIONAL,"{'location': {'lat': -6.160948899999999, 'lng': 106.9038059}, 'viewport': {'northeast': {'lat': -6.159621020107278, 'lng': 106.9051914798927}, 'southwest': {'lat': -6.162320679892722, 'lng': 106.9024918201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,SMP/SMU Tunas Karya,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110179146568222551132"">franky hartanto</a>'], 'photo_reference': 'AZose0mCGiRoHfzlzzNDQm-Md3SoCKalYqPYaxfFEkjIMV6Eh2-ciLn-g12dAKV013IA0X0qLoK3CIByynMoXGiqE8bGgafS1rs-VYAifzeL3tCuosBEefY4KKAFHOa8j5Z8rq0Ey8rcGJXfM2KaAeW3WGD5cEsbBzs9MaTMsU8oGDlUDfw8', 'width': 4000}]",ChIJzfzsqjH1aS4R9LPW9_fjSvQ,4.8,ChIJzfzsqjH1aS4R9LPW9_fjSvQ,GOOGLE,"['school', 'point_of_interest', 'establishment']",19,"RWQ3+JGF, III Kelapa Gading Permai, Jalan Pelepah Kuning I, RT.13/RW.16, Klp. Gading Tim., Jkt Utara",
OPERATIONAL,"{'location': {'lat': -6.166345499999999, 'lng': 106.8903634}, 'viewport': {'northeast': {'lat': -6.164989770107277, 'lng': 106.8917017298927}, 'southwest': {'lat': -6.167689429892721, 'lng': 106.8890020701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Mahatma Gading Senior High School,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111561953138532767562"">eki maesta</a>'], 'photo_reference': 'AZose0mDPBgrPTZJmmnYy4dYFrX_xVZe8fOrlwO_yaGoTAcY_OBXGyTGzScdGlrFyrDatA_Z1t7kpExCMBVKrnlNJeRPJEFkvekmRl9Q0yhi-Jq0SGZamJ03GzqokJKiHZf4hvXkxKDY4sAlu1uWXWO1WmJ4lrghfq_0AAlP5jrqg_sE0Zdk', 'width': 3264}]",ChIJz93jfTz1aS4RqOiPFzUqqd0,3.7,ChIJz93jfTz1aS4RqOiPFzUqqd0,GOOGLE,"['school', 'point_of_interest', 'establishment']",9,"Komplek Villa Gading Indah, Jl. Boulevard Bukit Gading Raya, RT.2/RW.14, Klp. Gading Bar., Jkt Utara","{'compound_code': 'RVMR+F4 West Kelapa Gading, North Jakarta City, Jakarta', 'global_code': '6P58RVMR+F4'}"
OPERATIONAL,"{'location': {'lat': -6.1735358, 'lng': 106.9153928}, 'viewport': {'northeast': {'lat': -6.172440570107278, 'lng': 106.9168985798927}, 'southwest': {'lat': -6.175140229892722, 'lng': 106.9141989201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Sekolah Menengah Atas Marie Joseph,{'open_now': True},"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118332366331354938272"">SD Marie Joseph</a>'], 'photo_reference': 'AZose0lpYgtIPoHHPpclTpJQWAzQnYd-fPjMjGoVShAzrHPjnAUIyGrd1e_Sq8l-bY17F__-FLm2lvWwZ9MooVmX50mmXjKG1oi3bxqLhBJrr5FBJwrh5KMQMS2zLhumgfpJ8DC3EpQGe_EW3MdjUWVlJQmXahQdkxIVy4rVDq-V96lFbgGV', 'width': 2048}]",ChIJQQCKmdWKaS4Rn54ePryVtKA,4.6,ChIJQQCKmdWKaS4Rn54ePryVtKA,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']",23,"Pondok gading Utama, Jl. Puspa Gading 6 Blok H2 No.10, RT.5/RW.2, Pegangsaan Dua, Jkt Utara","{'compound_code': 'RWG8+H5 Pegangsaan Dua, North Jakarta City, Jakarta', 'global_code': '6P58RWG8+H5'}"
OPERATIONAL,"{'location': {'lat': -6.140115199999999, 'lng': 106.7178698}, 'viewport': {'northeast': {'lat': -6.138711920107278, 'lng': 106.7192265798927}, 'southwest': {'lat': -6.141411579892722, 'lng': 106.7165269201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Sma cengkareng 1,,,ChIJs8y8E0D5aS4RGjmYH5jLQYg,0.0,ChIJs8y8E0D5aS4RGjmYH5jLQYg,GOOGLE,"['school', 'point_of_interest', 'establishment']",0,"VP59+X5C, Unnamed Road, RT.4/RW.17, Pegadungan, Kota Jakarta Barat",
OPERATIONAL,"{'location': {'lat': -6.1409252, 'lng': 106.7167719}, 'viewport': {'northeast': {'lat': -6.139598370107278, 'lng': 106.7183011298927}, 'southwest': {'lat': -6.142298029892721, 'lng': 106.7156014701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Sekolah Menengah Atas Galatia 3,{'open_now': True},"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112663637941262938353"">A Google User</a>'], 'photo_reference': 'AZose0lNJ-R5bFmiI-9-G1qVubZTUbZv9xtqAYzFVPcSgkIXeMyXhnr-cSzAVn-y4E3mdmr_IQg4WIplM-f7Xiqph-EoYWK8IEmG76Y2lyzc0VFt-112n5ZVrkVrute57lHaBAQCSKrYP8KBWyNKO_dhJWD6G_hyhxtR8D4LoCPOkgGrbuhX', 'width': 3864}]",ChIJvzdDIvj3aS4Ry-u9df2fjy4,4.5,ChIJvzdDIvj3aS4Ry-u9df2fjy4,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']",22,"Jl. Bambu Larangan No.57, RT.4/RW.19, Pegadungan, Kota Jakarta Barat","{'compound_code': 'VP58+JP Pegadungan, West Jakarta City, Jakarta', 'global_code': '6P58VP58+JP'}"
OPERATIONAL,"{'location': {'lat': -6.1425869, 'lng': 106.7179596}, 'viewport': {'northeast': {'lat': -6.141222220107278, 'lng': 106.7193920798927}, 'southwest': {'lat': -6.143921879892722, 'lng': 106.7166924201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Sma c,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105997080948028139841"">A Google User</a>'], 'photo_reference': 'AZose0mBnDFvchm9ftMfjWkiGarIuScXAEu0y2aVfDiJDMLqSDDcL0YTdXNoLW4mccPj3-WFhepYxT4pKJR8IBSvtpbb76WCmONR4boVzARA-o9CKjuODB7O51OJ8ooSe6Sl_zV6jZh-RzBAYtu_c03gPUWqC2UrpQThW_q6DR2_1t0lGArC', 'width': 4032}]",ChIJZcA4sz35aS4RYJ2ctY3LFN8,0.0,ChIJZcA4sz35aS4RYJ2ctY3LFN8,GOOGLE,"['school', 'point_of_interest', 'establishment']",0,"VP59+254, Jl. Bambu Larangan, RT.5/RW.17, Pegadungan, Kota Jakarta Barat",
OPERATIONAL,"{'location': {'lat': -6.1344412, 'lng': 106.7247631}, 'viewport': {'northeast': {'lat': -6.133364170107279, 'lng': 106.7259290298927}, 'southwest': {'lat': -6.136063829892723, 'lng': 106.7232293701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,SMP / SMA SANTO KRISTOFORUS 2,{'open_now': True},"[{'height': 1108, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115346811205390738732"">stefanus hendy</a>'], 'photo_reference': 'AZose0kZVOjjlL5-bTliZ7HAVmR5fzJnD9C4jKpeqDFhr0Qf_tlrngmbttSBOjNKl0Wh-exRyaJy23oybqNyOW_wcpKLG-r0kNZoT81wQvWKOAqVcmkOcaV_Y0Id3rHXpLbJQgrFUNKYWEDP5wq1a-Br66w-O73gAooih31fNIUw3tNE5My6', 'width': 1478}]",ChIJZ8XgvlQdai4RE2RnBFQuZrk,4.0,ChIJZ8XgvlQdai4RE2RnBFQuZrk,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']",62,"Jl. Taman Palem Lestari Blok A-18, RT.12/RW.10, Cengkareng Bar., Kota Jakarta Barat","{'compound_code': 'VP8F+6W West Cengkareng, West Jakarta City, Jakarta', 'global_code': '6P58VP8F+6W'}"
OPERATIONAL,"{'location': {'lat': -6.14307, 'lng': 106.71742}, 'viewport': {'northeast': {'lat': -6.141716420107278, 'lng': 106.7187686298927}, 'southwest': {'lat': -6.144416079892721, 'lng': 106.7160689701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SMA Cengkareng 1,,,ChIJ4ea8ywb4aS4RCfTjlaepMJc,0.0,ChIJ4ea8ywb4aS4RCfTjlaepMJc,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",0,"Pegadungan, West Jakarta City","{'compound_code': 'VP48+QX Pegadungan, West Jakarta City, Jakarta', 'global_code': '6P58VP48+QX'}"
OPERATIONAL,"{'location': {'lat': -6.1392025, 'lng': 106.7199468}, 'viewport': {'northeast': {'lat': -6.137889270107278, 'lng': 106.7212447798927}, 'southwest': {'lat': -6.140588929892722, 'lng': 106.7185451201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,"KB, elementary, junior high school Kasih Karunia",,"[{'height': 1314, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103475064892431562452"">flaviana mai</a>'], 'photo_reference': 'AZose0li_R8Tg5SmOpPE_A0jZpagWKQWOUgsIlPQezmUtaGzLw7lEslC5wgoWBM3h1jWzf1yB1UBgZMqiSQ3mvxGzHjzF0t5-VcsQpbMtUTsGC17BzGwmEy18aH5-2kLI0PmTgEeG5DMCZxvmz3e8oRyQArsUp0j5dAbM4PsnljuH1nPp_Pm', 'width': 2688}]",ChIJ8wgpnAD4aS4RJAFS2VuTc2M,4.9,ChIJ8wgpnAD4aS4RJAFS2VuTc2M,GOOGLE,"['school', 'point_of_interest', 'establishment']",12,"21, RT.4/RW.13, West Cengkareng, West Jakarta City","{'compound_code': 'VP69+7X West Cengkareng, West Jakarta City, Jakarta', 'global_code': '6P58VP69+7X'}"
OPERATIONAL,"{'location': {'lat': -6.1411032, 'lng': 106.7225646}, 'viewport': {'northeast': {'lat': -6.139713420107277, 'lng': 106.7239306798927}, 'southwest': {'lat': -6.142413079892721, 'lng': 106.7212310201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,High School Pelita Kasih,{'open_now': True},"[{'height': 650, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117200904823275708564"">A Google User</a>'], 'photo_reference': 'AZose0mtwFKWPw-SbpmGRxPeoEAcYe6-Wn3xFAOhKHZtotUmIVDjYXXMSk33Td-cn2cQnWDmE3E1FQXp6CQSwEJIV7EYGZHexS53amr7Lio96yJqXA5siGg8hZgZnfUILT1Ua51wI88jfEFHB4R_kJhrR7aQsTB88Y0UyAxYy2kxfCLnzV-e', 'width': 1156}]",ChIJFZeYeK4Cai4RidPVsZ_P-rU,4.2,ChIJFZeYeK4Cai4RidPVsZ_P-rU,GOOGLE,"['school', 'point_of_interest', 'establishment']",31,"Jl. Taman Palem Lestari No.1, RT.9/RW.6, Cengkareng Bar., Kota Jakarta Barat","{'compound_code': 'VP5F+H2 West Cengkareng, West Jakarta City, Jakarta', 'global_code': '6P58VP5F+H2'}"
