business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,plus_code,price_level,permanently_closed
OPERATIONAL,"{'location': {'lat': -6.226141800000001, 'lng': 106.8471164}, 'viewport': {'northeast': {'lat': -6.224792370107279, 'lng': 106.8484883298927}, 'southwest': {'lat': -6.227492029892723, 'lng': 106.8457886701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Karaeng Rumah Makan,{'open_now': True},"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100262906492052089353"">Sri Purwanto</a>'], 'photo_reference': 'AZose0mq1qksNMCKXZ7MokD3KJzJR63UpQWlggxj0wJwW4fjVVKlkq3TRBjQH4ZWXvd-K2q74RT6GMiL2IJEzsEVlPG6I7ELXYe6F57gJ98i8J2GaDvcNRDUvmFPoS9Vixl9isbHCqoghK08lwYDtn92yJnZywL_ePhBUq6kcDoNSwmuI5hc', 'width': 3096}]",ChIJJReIgXH0aS4REJkNn0Pj0sQ,5.0,ChIJJReIgXH0aS4REJkNn0Pj0sQ,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",32,"JL. Dr Saharjo 181 RT 004/03, Jakarta, 12850, RT.1/RW.4, Menteng Dalam, South Jakarta City","{'compound_code': 'QRFW+GV Menteng Dalam, South Jakarta City, Jakarta', 'global_code': '6P58QRFW+GV'}",,
OPERATIONAL,"{'location': {'lat': -6.224682899999999, 'lng': 106.8470591}, 'viewport': {'northeast': {'lat': -6.223375420107278, 'lng': 106.8485015798927}, 'southwest': {'lat': -6.226075079892722, 'lng': 106.8458019201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pagi Sore Saharjo,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100764833363245319467"">Eric Susanto</a>'], 'photo_reference': 'AZose0kCWgpSxpu70kROPpvxwBn6i21El_yLWjg-Cm_7Vfdl42OhM3DVYhX1FGtXtym_UidEVxcc8L832cgRZf_oc5PJYYgenmxdMbiQM43sRKOvoSQh4kAuBTq4bgLtF6EIkny4-Rke93FRR_5W0LgP5lRt1KlnIoxQPxNpJbXHULbs5fUg', 'width': 4032}]",ChIJg0vf78XzaS4RYBFg_ydMTcI,4.7,ChIJg0vf78XzaS4RYBFg_ydMTcI,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",5005,"Jl. Dr. Saharjo No.232, RW.4, Menteng Dalam, Kota Jakarta Selatan","{'compound_code': 'QRGW+4Q Menteng Dalam, South Jakarta City, Jakarta', 'global_code': '6P58QRGW+4Q'}",2.0,
OPERATIONAL,"{'location': {'lat': -6.2280618, 'lng': 106.8548515}, 'viewport': {'northeast': {'lat': -6.226664270107277, 'lng': 106.8563284798927}, 'southwest': {'lat': -6.229363929892721, 'lng': 106.8536288201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,UDUK BRO,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106151773449679393411"">ichal faisal</a>'], 'photo_reference': 'AZose0nm5_IIOsM_-skEkHO7j4uIQnhB_Z76ByOMHxRrylkjNF0zblGbBZnW--z3yRO0BE4xMzrxSn3yYjznmpFHEzB40HCYwPgxUl6MdkOgTMRWd47o9GcDoc0RvNiAOVKjAM_AYLQndXL4pqq97dx5SwDB22MtuW_tPLdeCGTUYh_hLHpE', 'width': 1280}]",ChIJf7NMbHbzaS4RuunA4-GdTqA,4.3,ChIJf7NMbHbzaS4RuunA4-GdTqA,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",499,"Jl. Tebet Utara Dalam No.3, RT.10/RW01/RW.2, Tebet Tim., Kota Jakarta Selatan","{'compound_code': 'QVC3+QW East Tebet, South Jakarta City, Jakarta', 'global_code': '6P58QVC3+QW'}",,
OPERATIONAL,"{'location': {'lat': -6.238131900000001, 'lng': 106.8569012}, 'viewport': {'northeast': {'lat': -6.236770320107278, 'lng': 106.8582030798927}, 'southwest': {'lat': -6.239469979892722, 'lng': 106.8555034201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Fish Streat Tebet,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104105980019787407861"">Mamba&#39;ul Ilmi Zulfitri</a>'], 'photo_reference': 'AZose0mYJ3nDD4NFmJ4fTmOIOmHOSY2D4niHYizjxRpX7T7QhHAHnBBKm_LGna274haO9Rw3OAUtzgLUCLWM4Y0uuKs-D7J-Sb1qegOLFV69j0KH9QT4srjQwQ9k3KsCqZ_wFjQzcCVQTh9OlRZZpKPR2EAgDdXeHiUEa5AN0FX4vhLp-u0S', 'width': 1920}]",ChIJDfqpAJjzaS4R7b2LJo3H8Nw,4.3,ChIJDfqpAJjzaS4R7b2LJo3H8Nw,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",6068,"samping Larisia, Jl. Tebet Timur Dalam Raya No.123, Tebet Tim., Kota Jakarta Selatan","{'compound_code': 'QV64+PQ East Tebet, South Jakarta City, Jakarta', 'global_code': '6P58QV64+PQ'}",2.0,
OPERATIONAL,"{'location': {'lat': -6.224199899999999, 'lng': 106.852501}, 'viewport': {'northeast': {'lat': -6.222922670107278, 'lng': 106.8538325298927}, 'southwest': {'lat': -6.225622329892722, 'lng': 106.8511328701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restoran Sederhana Masakan Padang,{'open_now': True},"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107049824741259760426"">A Google User</a>'], 'photo_reference': 'AZose0mJYnJ1qfZRS2Wo4k7vfGzjwe3f8XkqOWeBV1sbaS9YUZf1YIT3Ij9RYmIJoS_UDuzEwGzMcDueEtFbMsGH3T7KRnyMGz8RvuhEwFO4oqQEGb8Twzkw5pKFT-eQ0Lg7DzvpMwulfljClAauMD1n8JidFC7_lqjvn65C40WbJ1hh6kyH', 'width': 5120}]",ChIJzUutg4_zaS4Rx-_mnQvjK6g,4.5,ChIJzUutg4_zaS4Rx-_mnQvjK6g,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",1704,"Jl. KH Abdullah Syafei No.2, RT.12/RW.5, Bukit Duri, Kota Jakarta Selatan","{'compound_code': 'QVG2+8X Bukit Duri, South Jakarta City, Jakarta', 'global_code': '6P58QVG2+8X'}",2.0,
OPERATIONAL,"{'location': {'lat': -6.2249918, 'lng': 106.8523053}, 'viewport': {'northeast': {'lat': -6.223643220107278, 'lng': 106.8537069298927}, 'southwest': {'lat': -6.226342879892722, 'lng': 106.8510072701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Tebet Food Corner,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108061845284706345438"">A Google User</a>'], 'photo_reference': 'AZose0kM41MducOABlPfsMRYaaJKRVabgzR3cQAA6C42dha2jErBmoTCFOLO65Opl43LrYeLHd8OP4uJnqgVaxMi305JDUsTUbNCepQZ8lTVAld4EAzc0wclyG59abDPPB1A9javyFcY0ZJDZ4HDQG1suQRVCZ69bsPhM1vKQyPh2Bcei2yz', 'width': 4032}]",ChIJO5Vu07HzaS4RNbzxOE0BQNk,4.6,ChIJO5Vu07HzaS4RNbzxOE0BQNk,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",38,"2, Jl. Tebet Utara I No.50, RW.10, Tebet Tim., Kota Jakarta Selatan","{'compound_code': 'QVG2+2W East Tebet, South Jakarta City, Jakarta', 'global_code': '6P58QVG2+2W'}",,
OPERATIONAL,"{'location': {'lat': -6.223279799999999, 'lng': 106.8480555}, 'viewport': {'northeast': {'lat': -6.221895870107278, 'lng': 106.8493716298927}, 'southwest': {'lat': -6.224595529892722, 'lng': 106.8466719701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rumah Makan Terang Bulan,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106248102112549935722"">ObyMugen Subiyanto</a>'], 'photo_reference': 'AZose0lRNoGmtYOYSpLTnozael7ELxHPC73QDU9YsM7IQeqRHAsAfWI2pV_5vKfnqUivpJwKZUxMtRDV3z6yDAXZhEhwCrL2uQ-fL7AneC9AGdQaVeOAUpRuIusRkXShJncR2aZDYFg5j-I3VZFDlDHYvW5ywd3V2niqRLaYco5rvVOO7ytj', 'width': 3264}]",ChIJhRodbYXzaS4RukPM_Eyjpfw,4.5,ChIJhRodbYXzaS4RukPM_Eyjpfw,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",327,"Jl. KH Abdullah Syafei No.3, RT.6/RW.1, Manggarai Sel., Kota Jakarta Selatan","{'compound_code': 'QRGX+M6 South Manggarai, South Jakarta City, Jakarta', 'global_code': '6P58QRGX+M6'}",1.0,
OPERATIONAL,"{'location': {'lat': -6.2093899, 'lng': 106.8498383}, 'viewport': {'northeast': {'lat': -6.207980020107278, 'lng': 106.8512533298927}, 'southwest': {'lat': -6.210679679892722, 'lng': 106.8485536701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Warung Nasi Uduk Malam Ibu Ela,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116881725519385416682"">Ahmad Santoso</a>'], 'photo_reference': 'AZose0klRbme4KDf8b9SkaQpoJJ0YLHUoDQ03ieRy9YTfdSJPKpvDczVVk6xN8HHYUVVrIUG_B75NGDg-JWFovHlqYCKAqDoilr_JQ9WHjHp5yTmLYyDeMfDSUNWSSU6vMrRm-bfAWbFATC6IlAKegbzDrKbCmKXfzKl0uaANpsAP141os2u', 'width': 4160}]",ChIJ0wEBHXH0aS4RHRTdhDQKy-I,4.5,ChIJ0wEBHXH0aS4RHRTdhDQKy-I,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",101,"Jalan Manggarai Utara 2, RT.15/RW.4, Manggarai, Tebet, RT.15/RW.4, Manggarai, Kota Jakarta Selatan","{'compound_code': 'QRRX+7W Manggarai, South Jakarta City, Jakarta', 'global_code': '6P58QRRX+7W'}",,
OPERATIONAL,"{'location': {'lat': -6.2109364, 'lng': 106.8466049}, 'viewport': {'northeast': {'lat': -6.209606670107278, 'lng': 106.8479863298927}, 'southwest': {'lat': -6.212306329892722, 'lng': 106.8452866701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rumah Makan Taraso,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101275494138582489796"">A Google User</a>'], 'photo_reference': 'AZose0ns56SbbcZ_QQJqUFQ9NxOtFUyXrdh00ksq3A3GYzbGxmBmWcOd6fn2UFKEr6BohCInASvdlHbz4r4gu7lDo8eQ-r6i7egmoVA5DjqMYI34tLHC9ngAXyfiME7hB2k5JF52SaiTaZeZS22ZEiCXfTuMNq5OR36J5bqrm2tYAN2hiqUC', 'width': 1920}]",ChIJv-vw33P0aS4RXbU4At0R4Wg,4.1,ChIJv-vw33P0aS4RXbU4At0R4Wg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",44,"Jl. Dr. Saharjo Jl. DR. Saharjo Gg. Bhakti 6 No.22, RT.11/RW.5, Manggarai, Kota Jakarta Selatan","{'compound_code': 'QRQW+JJ Manggarai, South Jakarta City, Jakarta', 'global_code': '6P58QRQW+JJ'}",,
OPERATIONAL,"{'location': {'lat': -6.2087667, 'lng': 106.8267063}, 'viewport': {'northeast': {'lat': -6.207465670107278, 'lng': 106.8281587298927}, 'southwest': {'lat': -6.210165329892722, 'lng': 106.8254590701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Warung MJS,{'open_now': True},"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110796494798171834537"">A Google User</a>'], 'photo_reference': 'AZose0khMq6Dp0zZnk6tn-_o9INMR2ylSFnh2p6yFL8zqvUBxtuH25TueiRQ_fQWQKinQzG74ZfMI4Miu7IPcXVmGN3HrAv7XaRZ1x6SpTSARXZaR1Rw1GotWDe5TJ4VwFyMfKNVPko645B_kKsQ4AwiPwF4Bm2MSGZej2b77FlUMIhMJrTR', 'width': 1500}]",ChIJp5VZTgT0aS4R26oBEPT4nUw,4.5,ChIJp5VZTgT0aS4R26oBEPT4nUw,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",5557,"Jl. Setia Budi Tengah No.11, RW.1, Kuningan, Setia Budi, Kota Jakarta Selatan","{'compound_code': 'QRRG+FM Setia Budi, South Jakarta City, Jakarta', 'global_code': '6P58QRRG+FM'}",2.0,
OPERATIONAL,"{'location': {'lat': -6.2096142, 'lng': 106.8274245}, 'viewport': {'northeast': {'lat': -6.208298570107278, 'lng': 106.8287638798927}, 'southwest': {'lat': -6.210998229892722, 'lng': 106.8260642201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rumah Makan Seroja,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112076858683586044418"">Giri Teguh Ardiansyah</a>'], 'photo_reference': 'AZose0ll0pzSs4ek5orwdWJo-drrXcegWniJC5NHckSzsDmIs_oAg4pUYpMAHnu82dvugPitjPsAnhLNjX37KvUqJiPdCtaQGpjMH2xm8wqyCcLWSsr-q-5KCF6flmzzUCfD-qBw7WnEIaEPPvufFPjGLAYVxf0qh8OFPNf3HxbGURFtzApJ', 'width': 1800}]",ChIJe5C6pwX0aS4RMmLfJ_ZSnnQ,4.4,ChIJe5C6pwX0aS4RMmLfJ_ZSnnQ,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",216,"Jl. Taman Setia Budi II No.499, RT.1/RW.2, Kuningan, Setia Budi, Kota Jakarta Selatan","{'compound_code': 'QRRG+5X Setia Budi, South Jakarta City, Jakarta', 'global_code': '6P58QRRG+5X'}",,
OPERATIONAL,"{'location': {'lat': -6.2106524, 'lng': 106.8233127}, 'viewport': {'northeast': {'lat': -6.209322820107277, 'lng': 106.8246989798927}, 'southwest': {'lat': -6.212022479892721, 'lng': 106.8219993201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rumah Makan Ria,{'open_now': True},"[{'height': 809, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107220357578798328535"">A Google User</a>'], 'photo_reference': 'AZose0llDN5Uiq5HpUwIwDi3s9wUjGizoIxeL1zQbygToKMhBPSizWeh6OT9MZ5H_dYC4sFT2nM4PNYz7HfeLxdmo3o7Q0zG0j2amZsW_dFi6AEN9rFxiM2ScAhoPvMeuvM6pTkT39GqaMRxov6SwE5ngfs7AcNV3jnZNzNREDaOk8ZdkhM-', 'width': 1440}]",ChIJ5XgQjAP0aS4R_q3g2_xejfk,4.5,ChIJ5XgQjAP0aS4R_q3g2_xejfk,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",73,"Raya # Setiabudi, Jl. Setiabudi VII No.14, RT.2/RW.2, Kuningan, Setia Budi, Kota Jakarta Selatan","{'compound_code': 'QRQF+P8 Setia Budi, South Jakarta City, Jakarta', 'global_code': '6P58QRQF+P8'}",,
OPERATIONAL,"{'location': {'lat': -6.2081383, 'lng': 106.8284754}, 'viewport': {'northeast': {'lat': -6.206792720107277, 'lng': 106.8298083298927}, 'southwest': {'lat': -6.209492379892721, 'lng': 106.8271086701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Animale Restaurant,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100764833363245319467"">Eric Susanto</a>'], 'photo_reference': 'AZose0mgBmLHm9Ky8DzZnpCV7s8l9kWuRBnbAqVe9zyV-7UhMgc163qx2Vsdwq4m0n5gxCYKFFetw9SCttqad_piNAId6TW9lPYTeOwQL5X4nHjv4jRQOwWZn2zWb_sNwCfJj_kyzlMS4UqRxEOffoBsaoVt4xoK8Vo-xlwwLcqdndhW8PMa', 'width': 4032}]",ChIJE1GvDtn1aS4RLfcz-MionU8,4.6,ChIJE1GvDtn1aS4RLfcz-MionU8,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",670,"MD Place 11th Floor Jl Setia Budi Selatan No 7, Setia Budi, RT 5, RT.5/RW.1, Kuningan, Setia Budi, Jakarta","{'compound_code': 'QRRH+P9 Setia Budi, South Jakarta City, Jakarta', 'global_code': '6P58QRRH+P9'}",,
OPERATIONAL,"{'location': {'lat': -6.2086789, 'lng': 106.8242284}, 'viewport': {'northeast': {'lat': -6.207319970107277, 'lng': 106.8256166798927}, 'southwest': {'lat': -6.210019629892721, 'lng': 106.8229170201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rumah Makan 88 Sederhana Solo,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114783955986795807255"">arif hakim</a>'], 'photo_reference': 'AZose0nVgflHUThsc6zEZne3tQHPmGwrJ4axW9FfkFxnZGbWHSBBvdV2lBhruQoqcLssGH5glC-WXwI4qDY4TT_in9gSEPkzU-L2RvA3bmUjxeOes_XfRf-1a1W3JDTa1lxq7w-lMiUYOLrvyEJrrcqzSLFRMO_HgPX3BqNxBlMheNiHz6nx', 'width': 3264}]",ChIJx7XrmAT0aS4R_Pvd6aicJs8,4.4,ChIJx7XrmAT0aS4R_Pvd6aicJs8,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",44,"# Setiabudi, Jl. Setia Budi Barat No.18, RT.2/RW.2, Kuningan, Setia Budi, Kota Jakarta Selatan","{'compound_code': 'QRRF+GM Setia Budi, South Jakarta City, Jakarta', 'global_code': '6P58QRRF+GM'}",1.0,
OPERATIONAL,"{'location': {'lat': -6.2108642, 'lng': 106.8258564}, 'viewport': {'northeast': {'lat': -6.209507670107278, 'lng': 106.8271986298927}, 'southwest': {'lat': -6.212207329892721, 'lng': 106.8244989701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Warteg Orange,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101991267138044713493"">Abdul Rohman</a>'], 'photo_reference': 'AZose0n0pVjSMYbL9PY_EpepZ4zBwq6-DLYeJCySGPjK5VE6vUj6GT_0S8igB-S2LRl2B9ae_JR0ulUFSbav-LyKjwiMFpePBXnFjTcQ-M1awQH8p9Oy7WjitJE6ewdJ95nmz1Wu8KKskyZSscGos19loY8giy6zrgIHTMQGCQ6SnIKBxako', 'width': 1080}]",ChIJQStBOAT0aS4R4UeqJeeFyqY,4.3,ChIJQStBOAT0aS4R4UeqJeeFyqY,GOOGLE,"['restaurant', 'point_of_interest', 'food', 'establishment']",225,"Jl. Taman Setia Budi I No.8, RT.5/RW.7, Kuningan, Karet, DKI Jakarta","{'compound_code': 'QRQG+M8 Karet, South Jakarta City, Jakarta', 'global_code': '6P58QRQG+M8'}",1.0,
OPERATIONAL,"{'location': {'lat': -6.2171859, 'lng': 106.81624}, 'viewport': {'northeast': {'lat': -6.215763920107278, 'lng': 106.8174935298927}, 'southwest': {'lat': -6.218463579892722, 'lng': 106.8147938701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Kembang Goela Restaurant,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104105597685537536494"">siho drenata</a>'], 'photo_reference': 'AZose0nke_gyxl-bgkxb1GzWxJNpNvA9BO3bUEBDjY1Fjb061WliadPCWuz-9tVVxUL1wvAitFowGB3zqgE4d7pcEmuLwdtLgPRMpSp32veL7vWWw57mZXNCo5CM0GJ5fz5pfpElmVofGP017_NQvM9Dz5AQD2O8SO74ZdWDmk3fRTM3iFKJ', 'width': 4032}]",ChIJBTgBuKr2aS4RnmNQqmrwMA8,4.6,ChIJBTgBuKr2aS4RnmNQqmrwMA8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2043,"Jl. Jend. Sudirman No.Kav. 47-48, RT.5/RW.4, Karet Semanggi, Kota Jakarta Selatan","{'compound_code': 'QRM8+4F Karet Semanggi, South Jakarta City, Jakarta', 'global_code': '6P58QRM8+4F'}",3.0,
OPERATIONAL,"{'location': {'lat': -6.2163162, 'lng': 106.8202743}, 'viewport': {'northeast': {'lat': -6.214915620107277, 'lng': 106.8216205298927}, 'southwest': {'lat': -6.217615279892721, 'lng': 106.8189208701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restoran Surya Chinese Food and Seafood,{'open_now': True},"[{'height': 2752, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102132852200037133957"">A Google User</a>'], 'photo_reference': 'AZose0kG3JimLJH7_EklESG44QoCFh8G04b6oVXWbsZVNa-YQKBInaOv5tvIfg61fvcmPPq_BvxZAkt3q5NBvRLixsuBcCOUYU8rd1V_htQ4BB3efEYycW3UKSxUsabB8lyH9hF1rGUCNPGO1e0pDxyS2NAXsgAbeWrKyrqrMWLbsOZriSTL', 'width': 5664}]",ChIJM3-XigD0aS4Regfc1KCAqc8,4.2,ChIJM3-XigD0aS4Regfc1KCAqc8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",136,"Jalan Bek Murad No. 34 RT. 8 RW. 1Karet Kuningan Setiabudi RT.9/RW.1 RT.9/RW.1 Karet, RT.1/RW.1, Kuningan, Karet Kuningan, South Jakarta City","{'compound_code': 'QRMC+F4 Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRMC+F4'}",2.0,
OPERATIONAL,"{'location': {'lat': -6.2187718, 'lng': 106.8378567}, 'viewport': {'northeast': {'lat': -6.217436070107278, 'lng': 106.8391518798927}, 'southwest': {'lat': -6.220135729892721, 'lng': 106.8364522201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rumah Makan Keluarga,{'open_now': True},"[{'height': 886, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104406879265317865592"">Sancangsukma Wijaya</a>'], 'photo_reference': 'AZose0l6HdKYhyvyzh1EDYgP6AvNhfI7mPayYfubQK7Cy-zgImT44TVESC0L5AnKx8wZtoMkuabPkW5rx8QNCRV3w8XDKUjv-b9RQChGN63kRzvNwibKSE7r-vb7ORpeRCaXjcd9Eajro6mCX-C5Cc--EB1SmPDWlmiRJI7e9FDmwu2sNkgi', 'width': 1440}]",ChIJD-DRrPXzaS4R9nScTWuaH1Q,4.3,ChIJD-DRrPXzaS4R9nScTWuaH1Q,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",46,"Jl. Menteng Atas Barat No.4, RT.3/RW.5, Menteng Atas, Kota Jakarta Selatan","{'compound_code': 'QRJQ+F4 Menteng Atas, South Jakarta City, Jakarta', 'global_code': '6P58QRJQ+F4'}",,
OPERATIONAL,"{'location': {'lat': -6.2100402, 'lng': 106.8453841}, 'viewport': {'northeast': {'lat': -6.208676870107277, 'lng': 106.8466919798927}, 'southwest': {'lat': -6.211376529892721, 'lng': 106.8439923201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sambal Setan Lambe Turah Manggarai,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106172604996875263819"">Risqul Fitorochman</a>'], 'photo_reference': 'AZose0nsdWvVhL8diPvbNa0IxuanZFiipGlL0RCww_FavpJ3DCY09U08rWuFK12HhTKJydLkNGPTRoft6CGkcQYSiCQn_D2r331jxPahg7ed2mPtdcOCyhUJvprLtx__QElKM-WDMHJSJwF52AvD_fWwI7ZV97im-mo5QHA9Qsxg9tzPYxjA', 'width': 4000}]",ChIJux9ScOXzaS4RsoxCrgdbKkM,4.2,ChIJux9ScOXzaS4RsoxCrgdbKkM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",128,"Jl. Minangkabau Timur No.9, RT.1/RW.8, Ps. Manggis, Kota Jakarta Selatan","{'compound_code': 'QRQW+X5 Pasar Manggis, South Jakarta City, Jakarta', 'global_code': '6P58QRQW+X5'}",,
OPERATIONAL,"{'location': {'lat': -6.2255273, 'lng': 106.8291565}, 'viewport': {'northeast': {'lat': -6.224054470107278, 'lng': 106.8305437298927}, 'southwest': {'lat': -6.226754129892722, 'lng': 106.8278440701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restoran Sederhana Satrio,{'open_now': True},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101030341379535709078"">eri cahyono tri nugroho</a>'], 'photo_reference': 'AZose0mMnwwOd0DN9XCewaxh0cfKoNA_D8IqscpaCTQs4mcD2IrKOGPB1ER_s6bLTMHHt76h0U48eL9M6lVZH29CwD7Gs0o8e6xy4NdCulWLl0ZPArhBu_xs8c0end08EByrFvPDEx-RVHWZ7TI0uGcILFM8bIMPVBUceHgMmmLfXmD7CPht', 'width': 4000}]",ChIJ17KxhPrzaS4RTaRxGfLer-4,4.5,ChIJ17KxhPrzaS4RTaRxGfLer-4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2928,"Jl. Prof. DR. Satrio Blok c4 No.kav 8, RT.7/RW.2, Kuningan, Kuningan Tim., Kota Jakarta Selatan","{'compound_code': 'QRFH+QM East Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRFH+QM'}",2.0,
