business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours,permanently_closed
OPERATIONAL,"{'location': {'lat': -6.2014894, 'lng': 106.8210338}, 'viewport': {'northeast': {'lat': -6.200139570107277, 'lng': 106.8223836298927}, 'southwest': {'lat': -6.202839229892721, 'lng': 106.8196839701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Studio One Hotel,"[{'height': 795, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109232060886723335523"">A Google User</a>'], 'photo_reference': 'AZose0mmRW6zgabNX8nCmIFzTN0k9-5xy7e3UqzvhX5flwN2UnTipTqANlgdjZqCj_mQgWfq0JhPl45uHpZpKUvtr-pUg2QkevkDJyuge2KpRf_dS1eEfSYmUUU6v2248w5mojzxVQ7pfK3qIoXQfMqqi1hJtkC5x4F6wjkkUCyKZWlVJwlQ', 'width': 670}]",ChIJv2PtiB70aS4R-ht_csyb2cs,"{'compound_code': 'QRXC+CC Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58QRXC+CC'}",4.1,ChIJv2PtiB70aS4R-ht_csyb2cs,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",657,"Jl. Talang Betutu No.15, Kb. Melati, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.200478299999999, 'lng': 106.8207034}, 'viewport': {'northeast': {'lat': -6.199197070107277, 'lng': 106.8220389798927}, 'southwest': {'lat': -6.201896729892721, 'lng': 106.8193393201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,JakPod Capsule Hotel,"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100009879733226981135"">Bakot Tokab</a>'], 'photo_reference': 'AZose0nevsZSLsW9MWi0eYHwzJIPa5s2_HqN_Lp6OsXX5mlmNc3GA1NU_Bs5OFAa5OURB21vhhx4rZOpfkWEi_AyQkQRMmXdxvtfm-b6G4KRNr8mM-S-21xjvvhaVljuzLTUZ0bPfMx1v7byk4ihJnvC2TjOJo_Lkoc_Bk7YoXwoHlObT53O', 'width': 4608}]",ChIJ6_h6Ek71aS4Rg2mbHQ7UvSk,"{'compound_code': 'QRXC+R7 Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58QRXC+R7'}",4.7,ChIJ6_h6Ek71aS4Rg2mbHQ7UvSk,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",265,"Jl. Plaju No.16, RT.10/RW.20, Kb. Melati, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.1995703, 'lng': 106.8208846}, 'viewport': {'northeast': {'lat': -6.198152420107278, 'lng': 106.8222439798927}, 'southwest': {'lat': -6.200852079892722, 'lng': 106.8195443201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Residence 100,"[{'height': 465, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106899560511676182682"">Residence 100</a>'], 'photo_reference': 'AZose0lKizJPCBkGLrT77kopVIRzTv_f_FpaVFL0_dxlDGJM9txZjHpgxdnXPQLmHD9BOKe2H5igSVhTj2iNpBfoefdEHwYZ9b3aAwt8wcz2DyIhDux-s6JX9IP-VcJ-iMDW4HQQgrabBRFWhJM8EBJzFwuGOzHfBgCDBAZkis52MZ_JjIDh', 'width': 740}]",ChIJhyIVAR_0aS4RwVdxiibhERo,"{'compound_code': 'RR2C+59 Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58RR2C+59'}",3.8,ChIJhyIVAR_0aS4RwVdxiibhERo,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",418,"Jl. Kota Bumi No.31, RT.9/RW.20, Kb. Melati, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.2090241, 'lng': 106.819711}, 'viewport': {'northeast': {'lat': -6.207880570107277, 'lng': 106.8213145798927}, 'southwest': {'lat': -6.210580229892721, 'lng': 106.8186149201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,AYANA Midplaza Jakarta,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114189189226716113358"">A Google User</a>'], 'photo_reference': 'AZose0kdGFekaT64BDOEb2lMSPX9shLLkjuZvr9javwMYMt0jQdLpX8H5mNQDP-kcIRmnuW3IawRYl5Dz0dx95QqhfbuNp4uguNzN56vsmer3wADtQQQRTz6X8NtHe6q9MkBhmkUE4ZRJNoDDscYmfRGps7JtGfmyUjQ27T6TQcLlFSvhLKI', 'width': 1024}]",ChIJ_ekq7AL0aS4RCbdju1I995U,"{'compound_code': 'QRR9+9V Karet Tengsin, Central Jakarta City, Jakarta', 'global_code': '6P58QRR9+9V'}",4.7,ChIJ_ekq7AL0aS4RCbdju1I995U,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",9796,"Jl. Jenderal Sudirman No.Kav 10-11, RT.10/RW.11, Karet Tengsin, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.205146, 'lng': 106.8172348}, 'viewport': {'northeast': {'lat': -6.203718370107278, 'lng': 106.8185751298927}, 'southwest': {'lat': -6.206418029892722, 'lng': 106.8158754701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Apartemen Sudirman Park By Syaiful,,ChIJrbg5k6v3aS4RSAH-B_4tsk8,"{'compound_code': 'QRV8+WV Karet Tengsin, Central Jakarta City, Jakarta', 'global_code': '6P58QRV8+WV'}",4.9,ChIJrbg5k6v3aS4RSAH-B_4tsk8,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",46,"Jl. K.H. Mas Mansyur No.35, Karet Tengsin, Kota Jakarta Pusat",,
OPERATIONAL,"{'location': {'lat': -6.2026344, 'lng': 106.8185807}, 'viewport': {'northeast': {'lat': -6.201124720107277, 'lng': 106.8196727298927}, 'southwest': {'lat': -6.203824379892721, 'lng': 106.8169730701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Shangri-La Jakarta,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105509470418372241778"">A Google User</a>'], 'photo_reference': 'AZose0niLnIAq0CpcgXQV15tpWe75416WA6ZLduPoLGfxgA5l5544gMBJj-vh6QavagDeUrnlZ75atLV94mxdKrwlPT_8PD99umG2kndXCKkg1LU8ftgXWHT12-q2ox3TdE2VdDltRb3kJTPf01SHzzPpXfmfmpDuaeD7uEiG7wrUthlXipO', 'width': 6000}]",ChIJgQjF7x30aS4R6z1pSrf_III,"{'compound_code': 'QRW9+WC Karet Tengsin, Central Jakarta City, Jakarta', 'global_code': '6P58QRW9+WC'}",4.7,ChIJgQjF7x30aS4R6z1pSrf_III,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",21834,"Kota BNI, Jl. Jenderal Sudirman No.Kav. 1, Karet Tengsin, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.2004383, 'lng': 106.8206702}, 'viewport': {'northeast': {'lat': -6.199164820107277, 'lng': 106.8220029298927}, 'southwest': {'lat': -6.201864479892721, 'lng': 106.8193032701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,PassGo Thamrin,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109498791429022094679"">A Google User</a>'], 'photo_reference': 'AZose0mc0CCRFoh3qLyGug3gtM6Y1Po-G6TG9vks-wyqRpF7cWBUI65AThdPZkLLMNojwOjgcAPI2CaaHGXHv0f5-_uok4zkx5_WwP6SSJbfuCWv8Qjo4JHADRQK1L2BU0m8vs20CsLoPogUDunZHtmU2ECr_L9yoB5Yb9c9lU-6QFDw9P63', 'width': 3472}]",ChIJnb6Sa1z1aS4RfLv4yRZ5mzo,"{'compound_code': 'QRXC+R7 Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58QRXC+R7'}",4.5,ChIJnb6Sa1z1aS4RfLv4yRZ5mzo,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",46,"Jl. Plaju No.16, RT.10/RW.20, Kb. Melati, Kota Jakarta Pusat",,
OPERATIONAL,"{'location': {'lat': -6.199975999999999, 'lng': 106.8222528}, 'viewport': {'northeast': {'lat': -6.198737620107279, 'lng': 106.8235841298927}, 'southwest': {'lat': -6.201437279892723, 'lng': 106.8208844701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Liberty Hotel Thamrin Jakarta,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105555204878868744755"">Liberty Hotel Thamrin</a>'], 'photo_reference': 'AZose0lTGgTGAo16-aP-U0JboChUUm9yVT8RycVwBlAYZJIA8ULZ5yDIZye7W7-d8U2r2tqSpQ-OY8vcJftIBcngsu_Wf8NayEXLL0eE_whXzNTTLlcLa3vxUqXiWtAqzuN0rz0iqcPcM9n-Pn9DQMph9GzMkgQQqWI0eJD5RY5wsRwqEugq', 'width': 540}]",ChIJt9YL6B70aS4R8ZoqCtT2Jxw,"{'compound_code': 'RR2C+2W Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58RR2C+2W'}",4.5,ChIJt9YL6B70aS4R8ZoqCtT2Jxw,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",969,"No. 2 Thamrin, Jl. Sungai Gerong, RT.10/RW.20, Kb. Melati, Jakarta",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.2081779, 'lng': 106.8225427}, 'viewport': {'northeast': {'lat': -6.206772170107278, 'lng': 106.8236553798927}, 'southwest': {'lat': -6.209471829892722, 'lng': 106.8209557201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"The Mayflower, Jakarta - Marriott Executive Apartments","[{'height': 320, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106211016087327331469"">The Mayflower Jakarta Marriott Executive Apartments</a>'], 'photo_reference': 'AZose0lvk-WKaHNgoQu36ep9ShPT1B9Z0BC0thUd_ZZZp8uXbEsnewvgqwHEnzq7meSraFrvO_hJ326gS3W_PkddFWqDIhmbu03VqGFpjIuO5l3tmge_R0NUTEF-r1W3dWvqzhSi12xmDlWwa8eyRw7W2vsqarqLtCe92WnB-UtCXgS_JhiC', 'width': 480}]",ChIJn9FxeHT0aS4RWWVMDb1o0Ek,"{'compound_code': 'QRRF+P2 Setia Budi, South Jakarta City, Jakarta', 'global_code': '6P58QRRF+P2'}",4.7,ChIJn9FxeHT0aS4RWWVMDb1o0Ek,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",566,"Sudirman Plaza, Indofood Tower, Jl. Jenderal Sudirman No.Kav 76-78, Kuningan, Setia Budi, South Jakarta City",,
OPERATIONAL,"{'location': {'lat': -6.1980683, 'lng': 106.8022242}, 'viewport': {'northeast': {'lat': -6.197097670107278, 'lng': 106.8038092298927}, 'southwest': {'lat': -6.199797329892721, 'lng': 106.8011095701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Santika Premiere Slipi - Jakarta,"[{'height': 3298, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104115270318663435503"">A Google User</a>'], 'photo_reference': 'AZose0kXvwFbMUrNrIZrTBChD4hsI4heMOg_QeCx-rZ2JanalQ2b3QdRgFnorVLPGSMMGQ3q4ll6YsOJnpOJdnhdhXGpesa-zhju4hs19T157olaPJA8-CS2I0DhhFG3_Kz5Kw3dtjOeQDsEOshpI7y6wi9YdP1FkdhbG1JP7YUHVqDW9VlK', 'width': 4932}]",ChIJX-_fmL32aS4R1s7lGt-UI64,"{'compound_code': 'RR22+QV Slipi, West Jakarta City, Jakarta', 'global_code': '6P58RR22+QV'}",4.5,ChIJX-_fmL32aS4R1s7lGt-UI64,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",8503,"Jl. K.S. Tubun No.7, RT.1/RW.7, Slipi, Kota Jakarta Barat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.1998886, 'lng': 106.8019887}, 'viewport': {'northeast': {'lat': -6.198409570107277, 'lng': 106.8032030798927}, 'southwest': {'lat': -6.201109229892721, 'lng': 106.8005034201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Blue Sky Hotel Petamburan,"[{'height': 289, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116682372805517433541"">A Google User</a>'], 'photo_reference': 'AZose0lwlYX4KqNPbUPZLo2zDwIWV27P3IPEgPVyErrqcbUsFSjJ7XNyd3vm19bTaZqnvn69W1b75BzZDnbcu1OY0AKN6B9XsRvelngpNttZfZX9RLipP15xRLtvnO3S1eeVWYFWWtMlbFLG75_YdBvU2Rc9EegDBWoqrVyfju8XTjHBjF5y', 'width': 570}]",ChIJ_95DpL32aS4RZS6aIekms3k,"{'compound_code': 'RR22+2Q Petamburan, Central Jakarta City, Jakarta', 'global_code': '6P58RR22+2Q'}",4.2,ChIJ_95DpL32aS4RZS6aIekms3k,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",2011,"Jl. K.S. Tubun No.19, RT.5/RW.6, Petamburan, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.194531400000001, 'lng': 106.8140813}, 'viewport': {'northeast': {'lat': -6.193191270107278, 'lng': 106.8155960798927}, 'southwest': {'lat': -6.195890929892721, 'lng': 106.8128964201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Quds Express Syariah,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107566913866017542451"">A Google User</a>'], 'photo_reference': 'AZose0n6poMuZ9TrjvzqOsoYrY8J4RCZFrFc1GFIPYp9Ca6aajnEkjWlU45ljG-X8RZj7q3NF-w9o7g3nz5VMNfAZbrAPA0rG2286uN1pOsAsDTy0NU21gnkJE69T4y5TD_hNTpvREmJuHgXxbqqRY9zhplUY-l3y0iYKA_hbUQEf5cblw5A', 'width': 5312}]",ChIJY7QT_Z72aS4Ry3w0uOvb3rU,"{'compound_code': 'RR47+5J Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58RR47+5J'}",4.1,ChIJY7QT_Z72aS4Ry3w0uOvb3rU,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",491,"Jl. K.H. Mas Mansyur No.64, RT.6/RW.13, Kb. Melati, Kota Jakarta Pusat",,
OPERATIONAL,"{'location': {'lat': -6.1905307, 'lng': 106.806603}, 'viewport': {'northeast': {'lat': -6.189157420107278, 'lng': 106.8078892298927}, 'southwest': {'lat': -6.191857079892721, 'lng': 106.8051895701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Alamanda,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109376722404274080753"">A Google User</a>'], 'photo_reference': 'AZose0mW9KhhLRX3dTNR7JBu1756LGEsPWOdUOaDDrP75s3S5FUPjOkF04lN0ckYXLxJ5JEnEUSSBDQWazvQTknIhdlkm_plucg43hCc3you2ChIyNu7yWagGJwxHn4R3tW7Nw5I8PRUHPClc4kTGPDkLiv3iodNA_6Fnf6A6av-PUS1ECEy', 'width': 2999}]",ChIJGRdmcZr2aS4RMT3lbCSeHro,"{'compound_code': 'RR54+QJ Petamburan, Central Jakarta City, Jakarta', 'global_code': '6P58RR54+QJ'}",4.2,ChIJGRdmcZr2aS4RMT3lbCSeHro,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",347,"4, Jl. K.S. Tubun No.47, RT.4/RW.2, Petamburan, Kota Jakarta Pusat",,
OPERATIONAL,"{'location': {'lat': -6.1958819, 'lng': 106.8145346}, 'viewport': {'northeast': {'lat': -6.194532070107277, 'lng': 106.8158903298927}, 'southwest': {'lat': -6.197231729892721, 'lng': 106.8131906701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,UROOMS Tanah Abang,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107009389420635159877"">Syavirra Septyani</a>'], 'photo_reference': 'AZose0lESOCzYutcBTPTGfIv0gY5nfvCoToWp5UaaGRv88sSpfqqWp_wOP5ENB5z9yKP7C6s6Mc58QAy4AUwkK4Py5SwEwxnSEFIfLKH--HUR-kZd2dB9oH01wqthTWL9mHwl8nIzn_sBsYpTSG40f91ZGAm9UUa-o4vm-lDwSf1MEHEcEZD', 'width': 4080}]",ChIJP5BOC5_2aS4RTCY5g9fPXB8,"{'compound_code': 'RR37+JV Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58RR37+JV'}",3.9,ChIJP5BOC5_2aS4RTCY5g9fPXB8,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",76,"Jl. K.H. Mas Mansyur No.51, RT.6/RW.9, Kb. Melati, Kota Jakarta Pusat",,
OPERATIONAL,"{'location': {'lat': -6.198234999999999, 'lng': 106.8141711}, 'viewport': {'northeast': {'lat': -6.196852570107279, 'lng': 106.8155656798927}, 'southwest': {'lat': -6.199552229892722, 'lng': 106.8128660201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Al Thalib HOTEL SYARIAH,"[{'height': 4208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117068678399340872938"">Atik Dwi</a>'], 'photo_reference': 'AZose0kjbgrpPBQfkSWpr-DEPQ_Z22E0eC4I_NTZr0JMduH5lBT-mCm76LuoI03H_6RETjdDaRbaLA50M7WSnBksPojLE8BKxrrDCMaNlrLuYHOpQSVuCYY1KoqQ2c4Yi0rN_UKsKLO5ciEEFOKTz29Is2tVgdGMyYwH3RVoTNjlO2JJiFsA', 'width': 3120}]",ChIJ6bA8xqH2aS4RP-_T2Er4Yuo,"{'compound_code': 'RR27+PJ Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58RR27+PJ'}",4.0,ChIJ6bA8xqH2aS4RP-_T2Er4Yuo,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",82,"Jl. K.H. Mas Mansyur No.110, RT.5/RW.17, Kb. Melati, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.1892846, 'lng': 106.8085423}, 'viewport': {'northeast': {'lat': -6.187878020107276, 'lng': 106.8098439798927}, 'southwest': {'lat': -6.19057767989272, 'lng': 106.8071443201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Kalisma,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102156286025593657390"">Hotel Kalisma</a>'], 'photo_reference': 'AZose0lcFim4whWt10GpaW-4rSnMfmN7AWRJZLyHna5kaSiGDYH72Ey-M5Xfv02OdKLZ8pExsQMfLHiBn7gYhdMJ1abLSH7lmXL8IM5wmmoJHvI3XpFY4Mpfzxe_kXR8YbkgOrzelsmaXtsfuDxjn8udRL-u-yYtX6rflWqEQpBmkjddBq5W', 'width': 1024}]",ChIJk8wx-5r2aS4RczxeCCHkw6U,"{'compound_code': 'RR65+79 Petamburan, Central Jakarta City, Jakarta', 'global_code': '6P58RR65+79'}",3.9,ChIJk8wx-5r2aS4RczxeCCHkw6U,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",778,"Jl. K.S. Tubun No.15, RT.2/RW.1, Petamburan, Central Jakarta City",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.1918136, 'lng': 106.814568}, 'viewport': {'northeast': {'lat': -6.190446270107278, 'lng': 106.8160262798927}, 'southwest': {'lat': -6.193145929892722, 'lng': 106.8133266201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Nusantara Indah Hotel,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118127338325964542466"">A Google User</a>'], 'photo_reference': 'AZose0moQbYIHxhCAve-A12-HWm7322BiNARhDWElmMWrwTRVx2CaqHOCNOswgTy71WPibT037ZvcFFvsLIrQ5TlVi6EB85tDBDOv1f29hfU_7zsaARZtP-SYH16bC8ddFRB-YLrzQnWy8QwUugXtFIfGoN4ecUjtk_0cPFc0Q-O3fOeMqrW', 'width': 3264}]",ChIJmyDerJ32aS4R2fnvrg_vzq8,"{'compound_code': 'RR57+7R Kebon Kacang, Central Jakarta City, Jakarta', 'global_code': '6P58RR57+7R'}",4.0,ChIJmyDerJ32aS4R2fnvrg_vzq8,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",468,"Jl. K.H. Mas Mansyur No.36, RT.1/RW.7, Kb. Kacang, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.1958572, 'lng': 106.8145347}, 'viewport': {'northeast': {'lat': -6.194507420107278, 'lng': 106.8158720798927}, 'southwest': {'lat': -6.197207079892721, 'lng': 106.8131724201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz Plus @ Mas Mansyur,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112771014651452198549"">Agustinus Broto</a>'], 'photo_reference': 'AZose0kN5Vr4BgfBqg81GOuK8XTmPqBdC52U3ntHlmRiVr9L_E4CKUv1iU7PV95qH4XoKxFlV5S5N-NXaEOQdjQM3tLRJILoiCzkE6FeRm9xAzg0BYf_d4rk5USv0v3l4D9DbWrmdd_LDJ7y5vnxjwpgX2RRCvDHB94upFr1EpEjJKAE_waI', 'width': 1920}]",ChIJK11gC5_2aS4Rt3zUuDDoBxc,"{'compound_code': 'RR37+MR Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58RR37+MR'}",4.2,ChIJK11gC5_2aS4Rt3zUuDDoBxc,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",571,"Jl. K.H. Mas Mansyur No.51, RT.6/RW.9, Kb. Melati, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.198238, 'lng': 106.814102}, 'viewport': {'northeast': {'lat': -6.196852570107279, 'lng': 106.8155656798927}, 'southwest': {'lat': -6.199552229892722, 'lng': 106.8128660201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz Syariah near Stasiun Karet,,ChIJFZ4HURT3aS4RUMHJb7dGaGE,"{'compound_code': 'RR27+PJ Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58RR27+PJ'}",3.7,ChIJFZ4HURT3aS4RUMHJb7dGaGE,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",3,"Jl. K.H. Mas Mansyur No.110, Kb. Melati, Kota Jakarta Pusat",,
OPERATIONAL,"{'location': {'lat': -6.198283, 'lng': 106.8142047}, 'viewport': {'northeast': {'lat': -6.196910120107278, 'lng': 106.8156281298927}, 'southwest': {'lat': -6.199609779892722, 'lng': 106.8129284701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,OYO 90109 Wisma Basco Syariah,"[{'height': 427, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116379612180306199904"">A Google User</a>'], 'photo_reference': 'AZose0l7BiTP-8nbdRgwoyrnAMLXcehfGQPrrU1EOvKrTX_SfXeb34HgqSYdnhK_ZVDaUn00LXupAjv5xUXgWQVIi61zol7jSjY7TVuSRZdgZ-D9oaEVBRnAGth-YQGyDylWDz61YAsCfXPwOhFlIDPn7HXAJapfkv3wiXEP8UUlH21MR8f3', 'width': 640}]",ChIJ6bA8xqH2aS4RFI1mR-BFQtc,"{'compound_code': 'RR27+MM Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58RR27+MM'}",3.4,ChIJ6bA8xqH2aS4RFI1mR-BFQtc,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",66,"110, Jl. K.H. Mas Mansyur No.110, RT.5/RW.17, Kb. Melati, Jakarta",,
OPERATIONAL,"{'location': {'lat': -6.193515499999999, 'lng': 106.8143647}, 'viewport': {'northeast': {'lat': -6.192176720107278, 'lng': 106.8157909298927}, 'southwest': {'lat': -6.194876379892722, 'lng': 106.8130912701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Caravan,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109853742770871385646"">Dicky Iksan</a>'], 'photo_reference': 'AZose0nnRSjnsa1HE20Q-_IKDg3S-bf82hoAomUgvWyTq0IDryi4BjDwZNGx9BMP1ld6DNxjOrV0gQP-MEusGKUNUejKtNIutbIQ_WI7vA3ifhIl4b1x2elOLFIuf904ygMdtdw3x4eyarOAlDs3cfFTc_ePDCTaBQsLlbdj4t5bf4OVtM3w', 'width': 4000}]",ChIJx3mWe5_2aS4Rk30ZZHva7Bg,"{'compound_code': 'RR47+HP Kebon Melati, Central Jakarta City, Jakarta', 'global_code': '6P58RR47+HP'}",3.8,ChIJx3mWe5_2aS4Rk30ZZHva7Bg,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",632,"Jl. K.H. Mas Mansyur No.50, RT.10/RW.12, Kb. Melati, Kota Jakarta Pusat",,
